district,flooded,VV_during,VH_during,VV_change,VH_change,jrc_occurrence,year,precip_total_mm,hist_mean_precip_mm,precip_anomaly_pct
Abbottabad,0,-9.675972601767144,-13.520402690636905,0.4142419482992228,-2.960622052955774,0,2024,365.7866638302803,367.6112612962723,-0.49633883890229114
Abbottabad,0,-9.460099754674443,-15.601644025476224,4.455394779324979,-1.1311558674613045,0,2024,366.5573220252991,359.12579786777496,2.0693373190249873
Abbottabad,0,-7.932009336153532,-13.141480535272049,3.669156099974096,3.2066237064272123,0,2024,390.3459551651031,420.8060406923294,-7.238509570136401
Abbottabad,0,-8.361532646232188,-15.461606347312689,-4.802263326876261,-3.5645882683999783,0,2024,370.5099855065346,371.9708032131195,-0.39272375518891145
Abbottabad,0,-10.353066899777351,-16.60618778043787,1.3438123582170984,0.4809093773325621,0,2024,424.8722368478775,417.73844625353814,1.7077170316302763
Abbottabad,0,-8.577607292573948,-15.623509601604049,0.9772758674607528,-1.6562375507287612,0,2024,352.90107625722885,374.1210155904293,-5.671945292811636
Abbottabad,0,-5.911778358451315,-13.71038189535613,-1.474165091415801,-0.6912690603632949,0,2024,346.4034244418144,348.55602091550827,-0.61757546693352
Abbottabad,0,-7.276758426413627,-15.798678126369754,-1.367253013998349,1.575189036522298,0,2024,356.3125123400241,377.5860687553883,-5.634094627878293
Abbottabad,0,-10.261782307717157,-13.678077344246894,-4.367588442472769,-6.158282537053694,0,2024,370.06928539276123,364.25945461392405,1.5949704819590693
Abbottabad,0,-11.214125069047444,-16.775565974156986,2.5665196323698627,2.159476806750469,0,2024,366.5573220252991,359.12579786777496,2.0693373190249873
Abbottabad,0,-8.936972790931815,-14.749304368025207,0.3024622956669471,-0.7615152129535616,0,2024,335.5292595028877,332.70843143463134,0.8478378669554726
Abbottabad,0,-8.676779261667352,-13.11028517665274,2.353712149353094,2.3688777335014706,0,2024,356.48109406232834,348.67223699092864,2.2395981793075377
Abbottabad,0,-10.94576853387775,-16.46508065859424,-0.356884896759837,1.1240059730975478,0,2024,369.87670854479074,395.1355189561844,-6.392442389922061
Abbottabad,0,-10.316910370525296,-16.294672083282205,-7.425327123659233,-4.045130948323656,0,2024,342.33486817777157,362.2022784113884,-5.4851698671678415
Abbottabad,0,-16.025004665310252,-22.62241302470024,-0.9958429663966726,-2.128212822920048,0,2024,329.0057141780853,325.61265910863875,1.042052565995139
Astore,0,-3.540986344298571,-13.539003687254803,-3.943099245286125,-3.068499869866315,0,2024,55.21195770520717,57.04119834080338,-3.206876238235865
Astore,0,-16.02824422721216,-20.49939740381837,2.3957620832700446,-0.5731933772433706,0,2024,55.297283508160035,57.57623592019081,-3.9581476204692185
Astore,0,0.7155794152403321,-5.571635185574936,-0.1728781609528213,-3.652256651914575,0,2024,29.618019795045257,26.04075470715761,13.73717900312771
Astore,0,-11.345117668071293,-20.23424315184597,-4.86273968015967,0.9959045748388712,0,2024,64.36646273056976,64.13873703926802,0.35505172351978287
Astore,0,-10.114465813719155,-19.857007022696493,1.7195448435530114,4.642817517258182,0,2024,280.77084053491126,257.9662455022335,8.840146891419678
Astore,0,-11.715694923595104,-17.23048839771472,-1.8835604074436048,1.4212651303126993,0,2024,105.34814232587814,95.75206581801176,10.021795797184026
Astore,0,-2.4923983516448365,-13.240923369760427,-4.477632774768293,-4.604469930667953,0,2024,72.45729519426823,61.001096840202806,18.78031535084662
Astore,0,-12.254325604364952,-20.479172934856816,-2.49224021566454,0.3255584852838602,0,2024,41.958066172897816,48.41308355778456,-13.33320852653851
Astore,0,0.6193270307543431,-8.209402796686003,-1.1728692347922882,-5.713511033816376,0,2024,54.66685118898749,54.46589034050703,0.3689664250856939
Astore,0,-17.20635839876153,-21.320625923093584,-2.4240051955661954,0.0103693398711577,0,2024,72.45729519426823,61.001096840202806,18.78031535084662
Astore,0,-9.595199616177975,-16.345286878337593,-2.6194060082646637,0.8110546959385623,0,2024,40.251954511739314,48.24877015501261,-16.574133636114034
Astore,0,-12.536896832680844,-16.20365943325412,-2.734028945303315,-1.6584126976084548,0,2024,48.21708030712034,44.17260167002678,9.156079751213598
Astore,0,-13.905134514719451,-21.3935984774274,-5.800216774941713,-2.849485212076164,0,2024,48.1034841244109,47.13660387173295,2.0512301974681892
Astore,0,-5.007749536715718,-15.50431554473816,-3.137707425771921,1.8061740210665995,0,2024,106.45343827083707,95.02405767142773,12.027881022434997
Astore,0,-13.398421894623754,-19.700436353797397,14.098683180017836,6.658386415665474,0,2024,32.08797597326338,30.3209268421866,5.827820304682184
Attock,0,-9.694402456801376,-18.46780272823743,0.4800588786476769,-1.7302715408784124,0,2024,229.94705741107464,218.92480242401362,5.034721906800268
Attock,0,-10.50365293329654,-16.447796961414817,-2.54964140781736,-3.629465887693442,0,2024,196.43232465535402,200.15517915487288,-1.8599840959589904
Attock,0,-10.296024642086566,-16.52731510581134,-2.718159760175736,-4.841045425714043,0,2024,202.66098807007074,263.06490254104136,-22.961601447972278
Attock,0,-11.273114243173364,-18.635639589999307,2.054449817351287,0.2857632390097464,0,2024,175.78661233186722,177.4988468453288,-0.9646454294734794
Attock,0,-8.726497208844114,-15.646287616455552,-1.701265126844076,-0.734719699579351,0,2024,154.50007762457244,161.45999668836595,-4.310615140929832
Attock,0,-8.972217946923143,-16.913509444714656,-5.299789970969952,-2.588833335013568,0,2024,210.1847193725407,267.56925942897794,-21.446611684354963
Attock,0,-10.044550654864349,-19.3304065141806,-3.2222257697896666,0.1656365034871818,0,2024,196.43232465535402,200.15517915487288,-1.8599840959589904
Attock,0,-9.688764391693562,-15.030423712067815,-2.6080892513823635,-2.565760052187596,0,2024,241.92538065230474,262.436995857954,-7.815824570995825
Attock,0,-11.11291439432634,-20.7606683824154,-0.7058825777870883,-0.5003990887597425,0,2024,194.6331292539835,218.32337187826633,-10.850987881174783
Attock,0,-12.593602151533776,-19.04129326784681,-0.5531684837534101,-0.259183849590606,0,2024,196.43232465535402,200.15517915487288,-1.8599840959589904
Attock,0,-11.716741196185676,-19.50994042530097,-2.3131808292469973,2.023334531821892,0,2024,195.5045533850789,223.63330889344215,-12.578070613696532
Attock,0,-9.1886837245168,-16.217019514813565,-2.0162044524489886,0.7696152964877037,0,2024,180.16963707655668,195.67588663697242,-7.924456010864383
Attock,0,-12.385236873036735,-18.85788509361214,-1.0499180872966036,-2.1170239408139864,0,2024,215.240186620038,230.1867948949337,-6.493251831286815
Attock,0,-12.175365694416351,-19.127412316688456,-0.8115511020571518,-0.1352971487712402,0,2024,220.70843406021595,264.6332588374615,-16.59837654957206
Attock,0,-10.820374547114971,-19.874023697959217,-2.3869150025154866,2.1699001668266007,0,2024,202.6008332669735,232.31015899851917,-12.788646807191526
Azad Kashmir,0,-8.899111587166477,-13.514487428081248,-0.2854940033851356,-1.427927819388449,0,2024,233.49845230579376,281.05397539138795,-16.920423566103164
Azad Kashmir,0,-10.261956892630112,-15.014038691431168,-4.3051690928724575,-2.756350715825618,0,2024,376.14922189712524,400.9448866665363,-6.184307518063822
Azad Kashmir,0,-9.95876805704716,-14.76515486254546,-1.709207129425165,-1.6208029615595034,0,2024,365.21529987081885,351.56877462863923,3.8816090128010927
Azad Kashmir,0,-9.07527924905375,-15.582665601368625,0.3907529369134472,1.6403785903741248,0,2024,402.23835391178727,370.89846022725106,8.449723319243256
Azad Kashmir,0,-7.864393413436008,-16.683160585036365,9.13999310540752,6.613338877503839,0,2024,366.906894877553,388.36179012060165,-5.524460899303733
Azad Kashmir,0,-4.516466875219846,-12.747748693644738,5.225584091194866,1.5803248733413504,0,2024,179.547754883999,175.05587496161462,2.5659692503147022
Azad Kashmir,0,-10.962439940698324,-16.207710050797502,0.632359253008719,1.0118897227334678,0,2024,472.8557974100113,389.20086514651774,21.494025259168165
Azad Kashmir,0,-10.410151984808843,-14.625124518497216,-1.0532634566096153,-0.1959165069075545,0,2024,459.36142176389694,383.50155440717936,19.780850034358412
Azad Kashmir,0,-4.744320460086342,-12.576018568082583,10.585281968852524,4.579264358815365,0,2024,224.44928519427776,257.2604158103466,-12.754053324805845
Azad Kashmir,0,-10.71411328732633,-15.509058720038514,-1.7415119792875675,-2.8412527240965595,0,2024,387.0579891204834,401.62641916573045,-3.627358497857039
Azad Kashmir,0,-10.38514041077314,-17.463305788824073,-4.395428328370945,-2.818813092149874,0,2024,242.30318811535835,278.52965213656427,-13.006322215002058
Azad Kashmir,0,-10.64376008079986,-15.517375662703031,-5.352562483882238,-4.878288346880435,0,2024,377.32690691947937,402.96581808924674,-6.36255236023245
Azad Kashmir,0,-9.003589980281363,-21.37057609432155,4.75433642348063,3.836192528299506,0,2024,84.51860422082245,74.95769341289997,12.755076060380857
Azad Kashmir,0,-7.756818539103945,-15.854530771795217,-2.128018612534172,0.7143551576627303,0,2024,179.3257386982441,227.69118356257678,-21.241685386136318
Azad Kashmir,0,-9.225940462650296,-14.911757404124709,1.1247161182520171,0.873554485613095,12,2024,388.06077095866203,307.1498224258423,26.342502135860673
Bahawalnagar,0,-11.450416109612853,-19.39821534123267,-5.341099434801436,-6.034196845609536,0,2024,150.82971077050047,62.88446718454361,139.8520930898067
Bahawalnagar,0,-9.139704288780251,-19.38698566050501,-6.311433009881249,-1.3213694589187917,0,2024,153.84439876675606,68.9722315594554,123.05266233721785
Bahawalnagar,0,-13.638549613395462,-19.68390315546945,-4.161411082858269,-8.890065705320854,0,2024,169.6373121864517,71.4387483626604,137.45840468156592
Bahawalnagar,0,-12.472888351100057,-21.748080124863883,-3.8113168263292536,-2.654022975250744,0,2024,150.82971077050047,62.88446718454361,139.8520930898067
Bahawalnagar,0,-8.62601385028291,-16.72184718990689,-4.1434624116345695,-1.5430114188840314,0,2024,185.41757198413654,76.0392560184002,143.8445372733114
Bahawalnagar,0,-13.419172334374412,-19.4332528528516,-3.782218810003656,-7.203660318651423,0,2024,176.15744534134865,69.76869374811649,152.4878077513158
Bahawalnagar,0,-8.17729521903647,-14.330674011910729,-5.227080650296834,-2.321476732331659,0,2024,140.7812518030405,66.21965164542198,112.59739111414258
Bahawalnagar,0,-10.436967817524415,-18.173943626433218,3.2070245676842646,-2.2222714213071235,0,2024,137.9853704072575,73.03463353514671,88.93142024304719
Bahawalnagar,0,-9.120677866246574,-18.675037487838303,-1.981791989672565,-3.2492184976358622,0,2024,187.09568977355957,75.98167496025562,146.23791180100375
Bahawalnagar,0,-9.61086596493811,-21.62796212788374,-3.1279950084324835,2.6605655025818717,0,2024,153.84439876675606,68.9722315594554,123.05266233721785
Bahawalnagar,0,-10.032255184409005,-18.69355734764648,-3.770321134034827,-0.891669465026343,0,2024,187.09568977355957,75.98167496025562,146.23791180100375
Bahawalnagar,0,-10.394917203154426,-18.9001495287776,-3.780891482230235,0.8669808643703334,0,2024,150.57273007486947,68.38191265761853,120.1937971942555
Bahawalnagar,0,-7.331413931721224,-14.827313874602147,-7.426915625861337,-4.100402635860583,0,2024,128.3081477083997,65.75333452820777,95.13557544881058
Bahawalnagar,0,-10.84019731089285,-20.602329705669007,-4.08357578383287,-0.9655035569566977,0,2024,125.78350808098912,75.73857058137655,66.07589384835603
