district,flooded,VV_during,VH_during,VV_change,VH_change,jrc_occurrence,year,precip_total_mm,hist_mean_precip_mm,precip_anomaly_pct
Kalat,1,-9.840973179243845,-16.34188357300603,2.1431003647340985,-0.9107049330015896,0,2024,87.65264600142837,23.483343697246163,273.25453790342124
Kalat,1,-9.73905121310843,-16.635542378802747,0.7690579816846483,0.0603891187049754,0,2024,38.39761705324054,6.078263881802559,531.72013916996
Kalat,1,-3.5984736730341758,-10.733215290740205,0.3043838379320691,0.4585218696545468,0,2024,64.92286686785519,19.615217444486916,230.9821420618639
Kalat,1,-12.582071240623462,-14.828932917968244,2.106744225266647,-1.5642549870881552,0,2024,79.28016384132206,18.973559942422433,317.8454864659417
Kalat,1,-7.349206870221238,-14.881183972793025,0.569069048513672,0.1382898685677176,0,2024,78.17589981481433,28.143801985494793,177.7730594292338
Kalat,1,-16.82525060048675,-24.190948668970037,-0.4363054385524165,-1.9050679379674875,0,2024,72.98692211508751,12.87950364255721,466.69048855205756
Kalat,1,-10.902521602247504,-16.337601864775955,2.968280659722275,2.319887394754033,0,2024,36.43161725345999,5.966985507309436,510.55313790911663
Kalat,1,-13.387999802384984,-23.44163706543542,1.1048980641903403,-1.825778415736405,0,2024,50.23337970394641,8.172627964336424,514.6539390163603
Kalat,1,-9.213920237773552,-14.327757778543024,1.5388010830005785,-1.3204645486403417,0,2024,78.95650636404753,19.46537171350792,305.6254744380554
Kalat,1,-11.221651981219098,-16.97380937706967,0.796479982267229,-0.5952640609512407,0,2024,38.39761705324054,6.078263881802559,531.72013916996
Kalat,1,-13.682836035444678,-26.28187141816888,-1.2096206338410092,-0.7757306391839158,0,2024,52.943014544667676,8.703016299102455,508.32948859497947
Kalat,1,-9.787567579223046,-15.008716173569043,0.0128473035490888,-1.9238503232517008,0,2024,42.66947355866432,8.375085970759391,409.4810215398346
Kalat,1,-9.933247969647924,-17.91254794883884,-0.6696466794698672,0.4107776182585176,0,2024,74.15586710348725,15.892614826846875,366.60582862813845
Kalat,1,-9.115869848809613,-19.20830783274521,-0.4727593294123853,1.105090332114525,0,2024,109.33611706644297,22.61526041328907,383.46167617948544
Kalat,1,-6.379326199479023,-14.550214916162648,-1.3223814620149383,1.9061705207788384,0,2024,94.82734609022737,28.895881472434848,228.16907205508738
Loralai,1,-6.874679250927297,-12.258965188918978,1.30149517436746,1.5440113146687828,0,2024,90.11748748050377,35.64420998059213,152.82503814664912
Loralai,1,-5.883518920194009,-12.204618361174834,-0.3085192361831641,-1.5643015804157976,0,2024,95.9376992881298,35.67338077990571,168.9335778967439
Loralai,1,-9.725921211138065,-23.116739033371623,-3.4687408931150987,-1.44573927897261,0,2024,117.25227084755898,49.292719134828076,137.86935049544397
Loralai,1,-6.699483327223741,-14.023209954598368,-0.4514100794263669,-1.3845862587650544,0,2024,86.29692098014402,33.64948240350932,156.45839048966792
Loralai,1,-15.45647193059133,-21.833213668528376,6.279254027763434,5.373523197505527,0,2024,89.84411834543971,45.45551136531867,97.65286022937221
Loralai,1,-11.72007496367728,-18.089959204711697,1.3369691135410395,-0.7433876317453105,0,2024,78.01223698724061,27.08668833167758,188.00950500842944
Loralai,1,-8.038398214501143,-16.760448920116183,-0.3945040225199001,-0.4951250943931349,0,2024,118.20832642167807,55.19327279478311,114.17161990229208
Loralai,1,-8.010263907290097,-14.96108930711485,0.0152906567770871,-0.4089622011274159,0,2024,149.55638641552798,70.12470438480378,113.27203833166857
Loralai,1,-7.407606944572667,-15.976832145129247,0.1563526338691225,2.5706804683902185,0,2024,145.6921681735421,66.29844065457583,119.75202845662496
Loralai,1,-12.36965244369152,-18.040629361278093,1.4498878580511505,1.073149179986295,0,2024,95.9376992881298,35.67338077990571,168.9335778967439
Loralai,1,-10.79487004653846,-14.113746618509134,1.3609406550935166,-3.342054533431442,0,2024,92.55406193435192,32.169689073506746,187.70580195185832
Loralai,1,-12.54719480679855,-19.15557741025007,0.3387622403978199,1.5933559223488594,0,2024,87.17361892573535,37.15311830379069,134.63338450608904
Loralai,1,-9.676618108903206,-16.682850428923835,0.4695218601839279,0.5806069207785676,0,2024,122.87335952930152,38.92489213645458,215.66782278691568
Loralai,1,-6.695886125210972,-13.728747287753354,0.8458086081997322,-0.3820922813929819,0,2024,108.55918181687593,30.677111763134597,253.8768012291628
Loralai,1,-10.555713160513244,-21.33180466731313,-0.4283977179094886,3.358948953831252,0,2024,129.91660073399544,52.97341719951946,145.24866924230432
Ziarat,1,-9.210505858361302,-16.13696542332701,0.9037875342785676,0.4833946945458596,0,2024,142.15745988627896,27.057476693499485,425.39067665697024
Ziarat,1,-8.07383743688592,-16.20934843169255,0.7446794631162792,-0.2246329500625776,0,2024,140.84277461795136,31.64414017661875,345.08327239056223
Ziarat,1,-11.307036082930304,-17.751117291985764,0.1693287137911863,3.263329272258757,0,2024,151.1646240116097,37.93648980814614,298.4676093547009
