district,flooded,VV_during,VH_during,VV_change,VH_change,jrc_occurrence,precip_total_mm,hist_mean_precip_mm,precip_anomaly_pct
Abbottabad,1,-10.187412643765253,-15.677489310466823,-0.2636731166861441,-1.3806577736640016,0,200.19384002685547,210.4574002504349,-4.876787516792587
Abbottabad,1,-10.773812247347523,-18.3475856911902,1.2424763117478914,4.001388333214301,0,206.67298698425293,208.6228083372116,-0.9346156196915185
Abbottabad,1,-6.699301445978477,-13.778753868030744,0.6579922888637144,0.660379034553058,0,243.50255966186523,250.65440905094147,-2.8532709303440718
Abbottabad,1,-7.5825713511368,-14.362027337104376,-0.5281584757922149,-0.0651911437552552,0,204.21190643310547,217.9890278339386,-6.3200985562119065
Abbottabad,1,-11.889513534760509,-16.837017922085142,0.0400246613577941,0.4520564003539178,0,175.58644485473633,241.3923378407955,-27.260970076630958
Abbottabad,1,-8.048067315827483,-13.326612722882878,-2.219631887862759,-2.414982372590769,0,199.1472511291504,220.56054419875144,-9.708578271508577
Abbottabad,1,-7.049541897252884,-14.824499019158807,-0.0056505011447471,1.0407169171995443,0,179.64523887634277,221.6825756430626,-18.962851114832464
Abbottabad,1,-8.809646966027778,-12.82111111860615,1.5801413756536,-1.8368802808322224,0,217.61908721923828,223.1838966667652,-2.4933740877531663
Abbottabad,1,-7.888469929628779,-15.325762894793272,-0.8007663595523171,-0.6208012283080677,0,194.8350887298584,211.6855392754078,-7.96013303659187
Abbottabad,1,-11.485461086511544,-17.47352831548778,1.143380900874087,-0.0342436856834567,0,206.67298698425293,208.6228083372116,-0.9346156196915185
Abbottabad,1,-8.628538154969881,-13.756060296999213,-0.870516180472162,-2.121192505855433,0,182.81911849975586,202.78984701633453,-9.8479922986332
Abbottabad,1,-7.964439444626364,-13.108143404988386,1.3942591067463503,0.2136602520804018,0,130.1124267578125,205.47580358982086,-36.67749463214257
Abbottabad,1,-10.04313583408164,-16.095903086074664,-0.9552651966169848,-0.6827258452565346,0,258.7103958129883,234.17865028381348,10.475654163794811
Abbottabad,1,-11.090125370081736,-15.88512228277026,-0.1476523195030967,-0.1190818725638251,0,229.20140838623047,212.70319632291793,7.7564476456035845
Abbottabad,1,-14.594977954737,-19.43828096258016,1.1744906987274517,-0.3031815593620557,0,181.82699012756348,206.56693955659867,-11.97672264600528
Astore,1,-2.692399845461844,-15.91087926147634,0.4183153545289211,0.8546019256977502,0,31.829551219940186,36.29066156521439,-12.292722570674504
Astore,1,-5.772504667875104,-16.27244586115552,-12.81418495867686,-6.296959596924388,0,38.49757099151611,38.23107431530953,0.6970682382835055
Astore,1,-13.106421045041676,-19.55494460500435,16.603722816132642,16.778453077469297,0,23.18127202987671,15.034984941780568,54.182209823559624
Astore,1,-12.00965294361701,-20.45948885518157,-0.5971370621888994,-0.0929817853705365,0,38.56802225112915,41.28962883204222,-6.591501686740775
Astore,1,-14.24473013769473,-24.076739493295648,11.224853729755615,15.375165348293589,0,147.33465337753296,133.83043731451033,10.09054168394207
Astore,1,0.6183496382463588,-13.275885749105466,-16.87433152011346,-7.981219620419306,0,26.354044914245605,68.28261067122222,-61.40445619289634
Astore,1,-10.335067046390847,-18.047620833134246,7.562759167612448,1.7542286213227811,0,38.085697174072266,33.531886477768424,13.58053833124781
Astore,1,-15.961092129889847,-21.12155003985193,3.1579684482246773,0.4725199956729717,0,36.18486738204956,39.5119310900569,-8.42040268906165
Astore,1,-15.498317847869927,-20.93595667242566,17.445320185952525,9.127597735135652,0,32.848220348358154,34.86621995419264,-5.787835929692802
Astore,1,-5.468934792380534,-15.378220173662484,-12.89085223611736,-8.351134195089003,0,38.085697174072266,33.531886477768424,13.58053833124781
Astore,1,-8.631038579296593,-16.706595635220893,-5.057347427290752,-0.8616553544943777,0,17.19619131088257,39.47940659672022,-56.44262973215216
Astore,1,-10.35340626468583,-16.797096797614127,-4.314084846787939,-3.723553908957623,0,30.201661586761475,21.933614534139632,37.69577987135974
Astore,1,-14.211712876286724,-20.392525999428702,-5.71012790722404,-2.5181071122068204,0,6.119752407073975,30.26271505728364,-79.7779135299327
Astore,1,-7.274589135454487,-16.555456935581248,-1.213062144527047,-0.9382622251492804,0,27.599334716796875,68.0774032920599,-59.458890348104866
Astore,1,1.0564646772741564,-8.312798714086277,-8.618770264150804,-7.222627696051228,0,12.6732816696167,25.702833911869675,-50.69305698713586
Attock,0,-8.532722951750577,-17.952248589978772,-4.370414153324662,-3.261291438622763,0,151.7975471019745,136.43869214206933,11.256964368958085
Attock,0,-13.305966842558204,-20.179087720048532,-0.36774580301811,0.289827185742542,0,105.78529739379883,123.35280381441116,-14.241675809042242
Attock,0,-8.295875806102481,-14.307553396261165,-2.35273597529301,-4.724670354410371,0,155.97370529174805,160.39334783256055,-2.7555023949162165
Attock,0,-10.325288224269167,-20.685903749830217,-1.344941669669792,0.3889305036360966,0,120.26140356063843,116.4232307240367,3.2967413915007433
Attock,0,-9.05391486872196,-16.250238671916648,-0.8812122042117956,1.0486278825900983,0,77.15302467346191,101.01646934747696,-23.62332085863093
Attock,0,-9.661381305596922,-15.8615439454515,-3.5313561936005247,-4.6616692345109385,0,152.8358860015869,157.74469983577728,-3.1118724364753745
Attock,0,-10.023881538096024,-17.356523083233306,-4.206928958101974,-2.037097159064704,0,105.78529739379883,123.35280381441116,-14.241675809042242
Attock,0,-9.217737734896456,-15.514957238692846,-2.8264511373603725,-2.6137146881609308,0,163.07000160217285,172.46643063426018,-5.448265495801791
Attock,0,-14.144649831077746,-20.62181018778068,1.5353120329973926,-0.4697209872664594,0,124.91742610931396,129.08762814104557,-3.230520299881178
Attock,0,-10.554143133260666,-15.167809390367308,-2.994871548455528,-7.082844941522255,0,105.78529739379883,123.35280381441116,-14.241675809042242
Attock,0,-7.890376246336233,-17.995800145582304,-4.558971249840038,-2.2526892311911766,0,118.9420394897461,139.88180802464484,-14.969615299231412
Attock,0,-8.005437850765073,-16.387732189370304,-4.605284782236746,-7.392963880138005,0,101.5995864868164,124.89669654965401,-18.653103489871402
Attock,0,-11.971943631695368,-19.906042151631244,-2.1247312356979826,-1.7968553564040377,0,121.73668670654297,163.7739366710186,-25.667850952937695
Attock,0,-12.061398433304973,-18.355632287728515,-0.1783552325819872,-3.7395286367901655,0,135.3691577911377,155.84445704817773,-13.13829163055206
Attock,0,-10.815961451756165,-21.631060766857075,-1.7876257307223575,1.957673510453436,0,135.8064615726471,141.5430159635842,-4.05286997163674
Awaran,1,-11.071635844698276,-23.14080068930904,0.0374236409894628,2.3907987688074925,0,35.14060401916504,11.359081438975409,209.36131770822772
Awaran,1,-9.348274557658163,-16.548194967137444,2.3406892355593545,2.281198010473254,0,55.168800354003906,15.262125084083527,261.4752208494085
Awaran,1,-13.74639714893972,-21.086702160142472,-1.8394830615708135,-0.0308219459272329,0,15.203048586845398,7.1286450594733655,113.26701582149661
Awaran,1,-8.988895036653474,-19.075281445187954,-0.3079849585014163,1.4851312711834836,0,34.71401929855347,9.753106968966312,255.9278023814461
Awaran,1,-15.47339086580785,-22.60505390652338,1.8544292032240768,1.6413775473323824,0,55.75931739807129,20.753811774076894,168.67024720595646
Awaran,1,-13.600429392579793,-21.247390727521363,-1.6900821704824054,0.8391411466882879,0,49.35530066490173,17.80974574612919,177.12524012662405
Awaran,1,-13.03229970171965,-19.2042194591888,6.694485726080483,2.777461842530617,0,54.50921130180359,15.27609133562073,256.82695333654635
Awaran,1,-11.382116473463896,-19.53990996556572,0.1962154976410328,0.8393799768426291,0,36.064473390579224,18.346303218300456,96.57624188073419
Awaran,1,-10.938855297606178,-18.829713262937386,-0.5967222392589999,0.7821030581533783,0,64.45956182479858,21.541900170058945,199.2287649461436
Awaran,1,-8.159679431719171,-14.055716529134596,0.3853497469834188,-0.0661049142469494,0,41.35471320152283,18.892012177500874,118.90052162243221
Awaran,1,-13.579148511974052,-18.853310691022504,-1.8388790815387197,-4.259053024441119,0,42.03824472427368,20.5646393364761,104.420043728699
Awaran,1,-10.189698930861988,-17.270393966966143,1.4881514147370185,-1.675215103065245,0,42.7721848487854,17.53593099513091,143.91168544551002
Awaran,1,-3.071539202060591,-15.992690806758407,-3.9932662791725377,-1.683304545264514,0,36.75894021987915,15.55290410023881,136.347758482705
Awaran,1,-15.450767569017074,-22.708211217537876,0.7196459341990185,-0.4070821897834733,0,50.0297886133194,16.364529704279267,205.72090684791746
Awaran,1,-18.343825480247503,-26.827812286403635,7.725553220274449,7.29050034863635,0,13.938443899154663,10.973808247279067,27.015559093723656
Azad Kashmir,1,-7.4530942445690815,-13.481417436062085,-0.1334311882689647,-0.7647762624530028,0,78.92653131484985,180.64729021787645,-56.30904221167251
Azad Kashmir,1,-10.359175030552692,-17.20833552522617,-1.6996586804528224,-0.8484514930037719,0,226.91345405578613,239.36783087849616,-5.203028651344512
Azad Kashmir,1,-9.143351590760258,-15.776636865849571,-0.8085679308381888,0.2553468556676144,0,82.72024345397949,219.75439825057984,-62.35786673099671
Azad Kashmir,1,-9.892444476638456,-17.811421084757452,-0.8186782300209288,-0.5705729590287092,0,87.02774429321289,242.4725587427616,-64.10820888579794
Azad Kashmir,1,-7.640357283939249,-15.02803412527688,-1.3923360810431884,-2.7627715666426558,0,257.9844741821289,241.541594684124,6.8074732716359225
Azad Kashmir,1,-3.151819118094948,-13.301985623663208,-2.110877734193068,-1.7117756632229175,0,65.34656047821045,111.53371092677116,-41.410933129343704
Azad Kashmir,1,-12.77237520646448,-16.52254785094253,-0.1930315117535439,-1.9034634935725732,0,229.23147010803223,237.9014756888151,-3.6443681383984385
Azad Kashmir,1,-9.263978932311804,-13.976446272946756,-1.291947143549173,-1.1742256732948668,0,247.94256591796875,233.20981866270304,6.317378633433111
Azad Kashmir,1,-6.744280763034427,-12.788166953808831,2.1918117168537234,-1.4546019039757088,0,122.18035459518433,172.00925738215446,-28.968733163160415
Azad Kashmir,1,-12.21295366005361,-15.845245418091954,-0.2456016364612168,-2.9735233461265107,0,212.62376308441162,239.68258507549763,-11.289440149588986
Azad Kashmir,1,-8.506572133998791,-16.39927010000249,-1.462039792476066,-0.695105287374993,0,152.67938375473022,171.34769396185874,-10.894987715028135
Azad Kashmir,1,-7.905511397723179,-16.493973794034336,-3.527876673695242,-1.413705471396728,0,240.89301681518555,237.68885261416435,1.348049841539038
Azad Kashmir,1,-10.96175825438057,-18.722136601513256,-1.5880431215559572,-5.120277265248106,0,45.739381313323975,47.86937454044819,-4.449594855943723
Azad Kashmir,1,-6.36170781394317,-15.388347047373673,0.5668985735508638,0.1795441119665621,0,60.72237157821655,148.8229379966855,-59.19824430588185
Azad Kashmir,1,-6.678548768926031,-12.179567418028473,1.589838778547672,-1.0064548029470828,12,175.79730606079102,182.88636000156401,-3.8762070286227877
Badin,1,-8.451872263321087,-15.72352605286654,-3.8440801615642,-6.091665827851424,0,150.69781827926636,75.48155049867928,99.64854627874018
Badin,1,-12.06940675572991,-22.829877075055247,1.2191797074252315,2.258762510563084,0,179.30592286586761,73.99878491414711,142.30927990763246
Badin,1,-4.677565928823719,-12.344955692227256,-5.639043758244859,-10.662536641652247,0,148.07626676559448,65.75303842062131,125.20064520570529
Badin,1,-13.188054774451777,-24.67001036396567,2.0852800209116573,3.7183312911631496,0,148.89677333831787,74.26643665889279,100.4899925685188
Badin,1,-19.10195801473298,-27.63221896732857,2.7322102260368126,1.2669383843867728,3,155.18822360038757,62.46843102849088,148.42663893640716
Badin,1,-14.106807966073289,-25.9199085928875,2.86757239892996,6.961516150193628,0,128.9534091949463,57.27655534511432,125.1416978865961
Badin,1,-9.63839999765461,-25.11223971445499,0.4914239621500798,2.7906546292537264,0,174.19986295700073,75.64160536900162,130.2963588718185
Badin,1,-11.05815569383182,-20.11788192577006,1.1402361838436494,0.843485073686324,0,174.08255231380463,84.92321484675631,104.98817976678825
Badin,1,-10.36926768962279,-18.18846597852005,-3.5535770726274998,-3.647333977494469,0,173.22087812423706,78.34433900555595,121.10197153102887
Badin,1,-19.73486962751479,-25.942255977506345,9.031794521714268,1.4416893827246469,1,179.30592286586761,73.99878491414711,142.30927990763246
