point_id,district,ndvi_peak_value,ndvi_peak_month,ndvi_trough_value,ndvi_trough_month,ndvi_green_up_slope,ndvi_senescence_slope,ndvi_annual_mean,ndvi_annual_std,ndwi_peak_value,ndwi_peak_month,ndwi_trough_value,ndwi_trough_month,ndwi_green_up_slope,ndwi_senescence_slope,ndwi_annual_mean,ndwi_annual_std,evi_peak_value,evi_peak_month,evi_trough_value,evi_trough_month,evi_green_up_slope,evi_senescence_slope,evi_annual_mean,evi_annual_std
4,Shigar,0.10219399538106236,9,-0.11566367904396073,0,0.0051138999547989715,-0.01057029675799511,0.046509841473854306,0.06674177848022009,0.13638957580369032,2,-0.15556900726392253,9,0.02091716561966879,-0.07416855313692745,-0.054314272460292634,0.09775988065767793,2.1468298109010013,4,-1.6650246305418719,11,0.719608192827152,-0.5929388050173969,0.2599759299385337,0.8280762104976505
7,Shigar,0.015942606616181746,9,-0.0749063670411985,0,,-0.0216477731329006,-0.046941508395275104,0.027833678973753224,0.136996336996337,0,-0.02034825538728401,9,,-0.016157381775815383,0.07749663377689409,0.046554232834705174,0.19585441488493552,9,0.12492792619642513,2,,-0.01366015073728479,0.15835720907066944,0.02034463944713003
8,Shigar,-0.03741496598639456,10,-0.0732249695557791,1,,-0.009482182567068695,-0.06178025036481028,0.01154437082291899,0.12705097832763007,0,0.06407606448945845,10,,-0.003067405660945155,0.10345353562380295,0.021780960271700914,0.22512109202994277,11,0.09744574043998228,10,0.04255845052998683,,0.1446336240812879,0.039258964187539776
10,Shigar,0.6148171905067351,8,-0.05716385011021308,11,0.1662810625879684,-0.09713911489032988,0.19361666758513774,0.28389163895335423,0.10733574537255519,0,-0.5695137157107232,8,,-0.005998522752284907,-0.1693485320614061,0.2919061339696922,1.5504691038498868,8,0.10012370496366167,1,0.246481389493898,-0.2527476772236199,0.6367837411303315,0.554589134279791
16,Shigar,0.30403930131004364,8,0.10820451843043995,4,0.046757825905527794,-0.026188010691720526,0.18159115757116087,0.06061774477800824,-0.20058245358572988,5,-0.33500977926795195,8,0.006066397833940779,-0.018023802138609723,-0.242068618674973,0.04206408463013675,0.8562644119907763,8,0.21013316011692107,2,0.1121849519038511,-0.08608426860715383,0.48921183210238245,0.19347581879107262
18,Shigar,0.4845528455284553,8,-0.027633443552196504,11,0.09162602370966265,-0.07469791719868596,0.19027773148102048,0.19431277268207495,0.06484951731970472,11,-0.4435146443514644,9,0.16091439432353302,,-0.19867107966816538,0.19268847938569564,1.722045651545796,8,-0.444062806673209,1,0.39884030186925795,-0.3255911315343554,0.5516469120899893,0.6358772457421864
22,Shigar,0.24792932081722804,7,0.11247928013260715,1,0.034510104957174964,-0.016353844068089363,0.16024557886756985,0.04448518258628168,-0.1704297159504734,5,-0.2675266404935502,7,0.008188276252706453,-0.021564734498583094,-0.2088005697645822,0.03107856977169813,0.9909512248951666,7,0.34074605451936874,1,0.1557667629631837,-0.08292795531447061,0.585204264118136,0.21975216525471197
25,Azad Kashmir,0.9218644449448322,7,0.5860215053763441,3,0.044685029798759324,-0.03679872850986091,0.750013154204011,0.12043731514911661,-0.593420083476553,3,-0.8210578348986654,10,0.039020090033108766,-0.036835273453713215,-0.7207157218884074,0.07579889771666688,3.687043444828912,9,1.07347157668931,2,0.4190367170759329,-0.473536448535278,2.0712680333850706,0.6846352125949268
26,Azad Kashmir,0.600715137067938,10,0.39042995839112343,5,0.037094091542966924,-0.011932095210744195,0.4943440699534698,0.06698611758560422,-0.46617915904936014,5,-0.6074207061639737,10,0.020517796690220986,-0.00973043302993302,-0.531919316219642,0.046654688572975056,1.5870760769935839,9,0.7857641311933008,5,0.21616559621187267,-0.10602674393516276,1.0812947335577656,0.23163806541652768
27,Azad Kashmir,0.5582964859204096,9,0.27057528213597576,4,0.07179313955212947,-0.020375688410522768,0.3633029418943791,0.09937278721684804,-0.35276491419231815,3,-0.4989270386266094,11,0.012592399826592604,-0.003968902509737952,-0.40709332773017065,0.051490896737898424,1.5713443396226414,10,0.5689974531141468,4,0.14517474424616647,-0.10573812789183494,0.9017153855431425,0.36075053995121775
28,Azad Kashmir,0.44707846410684476,9,0.2271892222902633,6,0.046678286062557396,-0.01232003647695499,0.3232496141295368,0.0807517512085298,-0.3,7,-0.44830438378825477,8,0.008680329479710813,-0.04582650130107807,-0.37512322476434473,0.05012366747842157,1.201543431442929,9,0.473955690850668,3,0.1927234268675776,-0.06588943867736925,0.741864685992895,0.22952780950502094
29,Azad Kashmir,0.6019720293792132,9,0.1656441717791411,3,0.04465146299092063,-0.09588692922693726,0.35062799711813036,0.13354361348750912,-0.2744708994708995,11,-0.4940414750867974,9,0.0607084792194747,,-0.39582766600176283,0.0708134798732645,2.27156821079473,10,0.23207839092315627,3,0.25043553489322185,-0.5309155401179521,0.9695446461173717,0.6019540819423018
31,Azad Kashmir,0.7960819234194123,11,0.584192439862543,5,0.016546352751490672,,0.6936116121724649,0.07732927442901635,-0.5869191049913941,5,-0.6967840735068913,0,0.022716595535809292,-0.009207586670696025,-0.6497418029597445,0.036793615937239524,2.3762254901960786,9,1.1396284236736258,5,0.3741777907237727,-0.15403299400912185,1.609328615430475,0.4117385968662993
32,Azad Kashmir,0.782314764737696,9,0.45400416790711523,3,0.04929070362040644,-0.0029101679545937196,0.6334201844049205,0.10576947994711963,-0.5232558139534884,2,-0.7052943354313217,11,0.01277704843724159,-0.012169753202143085,-0.5931830833043584,0.05808140013828279,2.3404255319148937,9,0.8024626394443275,3,0.19598017291415215,-0.07386464309742029,1.6497119715943558,0.4738059050576077
33,Azad Kashmir,0.8430079155672823,9,0.32278729245653026,0,0.054547981596487514,-0.04253223795525266,0.5857435973551757,0.18895594701424728,-0.3317634746206175,2,-0.6911126803187734,9,0.017971963498954063,-0.08541140574773416,-0.5520009797507403,0.13158910221518458,2.7218514837427232,9,0.9530039247257723,5,0.31165082922725557,-0.35019871430511024,1.580748746717067,0.56622519859076
34,Azad Kashmir,0.6747967479674797,9,0.38334434897554526,3,0.04850239917963243,-0.036404927727750135,0.49216119836109534,0.09157290186410276,-0.4740507378544188,6,-0.619604566972988,10,0.008129077116079611,-0.02933442848026537,-0.5377083481719983,0.04293500758207023,1.9791152770925835,9,0.6636914978830529,3,0.21557840747921117,-0.2609582010250706,1.110489118842322,0.39501549682956544
35,Azad Kashmir,0.5771397907163939,9,0.2223667100130039,3,0.026171888900385815,-0.04233605104437697,0.397481373983893,0.11386820736878198,-0.3936249073387695,3,-0.5214184030024589,9,0.0269053524153197,-0.01605086043148927,-0.4720703376021906,0.0382008116785902,2.437357630979499,8,0.3802535023348899,3,0.48534177221569214,-0.4291566427121542,0.9484885284122213,0.5617476940979036
36,Azad Kashmir,0.7310924369747899,9,0.37887640449438204,6,0.08737605007420746,-0.08336116153883733,0.4763177927374847,0.09675880444546713,-0.34619883040935673,10,-0.6018662519440124,9,0.05782482559103944,-0.06970390572781333,-0.4942856986838701,0.06268539227784616,2.6024140453547915,10,0.7832631318136769,6,0.22585146538594358,-0.4912285436373638,1.3174989431572737,0.6908491958595325
38,Azad Kashmir,0.7433588473660513,9,0.18682737839001293,4,0.05490324219728967,-0.11084072077069473,0.4071744017105832,0.18172941926312328,-0.3253105590062112,5,-0.6434634974533107,9,0.014953979250529085,-0.0622683559493226,-0.45146284992613045,0.0894916526433295,2.300724637681159,9,0.37186187987318997,4,0.1678816490244456,-0.4062680122742634,1.0978090260898041,0.6758490395613873
39,Azad Kashmir,0.43697216140131373,11,0.14241001564945227,3,0.017033967780239728,,0.25772069161815975,0.10467819387651792,-0.22606650990930466,3,-0.43877231443783277,11,0.015943428175051604,-0.005951148979423356,-0.2973282597884463,0.06567264359768162,1.1946259985475671,8,0.31241417193078824,3,0.22205399421827535,-0.037355204885717384,0.6657763651963772,0.32534170263254153
40,Azad Kashmir,0.8656387665198237,3,0.15855752718946767,11,0.10254543521170767,-0.16597471740691525,0.46156615432322634,0.26747501759596026,-0.3044566850275413,6,-0.7944915254237288,3,0.1046165318426826,-0.057347974850390025,-0.49611436586129304,0.17784120216298963,2.1892331583228573,2,0.21573208722741433,11,0.38505377854039785,-0.2723084553279865,1.0310733287277911,0.7461321760505596
41,Azad Kashmir,0.7352999800677695,9,0.37566433566433566,3,0.019757365773488817,-0.03161058418699758,0.5890490858902249,0.10887456966416029,-0.45546019532406035,3,-0.6580756013745704,10,0.02559143081119397,-0.04560565585174895,-0.581088479076951,0.058412173264918016,2.0571393387106705,8,0.6546748561957687,3,0.18199464756494632,-0.14484631225793296,1.380025223865072,0.39795284385251
