point_id,district,ndvi_peak_value,ndvi_peak_month,ndvi_trough_value,ndvi_trough_month,ndvi_green_up_slope,ndvi_senescence_slope,ndvi_annual_mean,ndvi_annual_std,ndwi_peak_value,ndwi_peak_month,ndwi_trough_value,ndwi_trough_month,ndwi_green_up_slope,ndwi_senescence_slope,ndwi_annual_mean,ndwi_annual_std,evi_peak_value,evi_peak_month,evi_trough_value,evi_trough_month,evi_green_up_slope,evi_senescence_slope,evi_annual_mean,evi_annual_std
0,Khuzdar,0.8380080137378363,4,0.2601175482787573,7,0.06037602575671708,-0.14426724418016051,0.6209018796147503,0.19644356690428547,-0.33665835411471323,7,-0.7953592395862454,4,0.08736797706141712,-0.09955189457648901,-0.6212769116891826,0.15624787239052565,2.095919828203293,4,0.49848748149578426,7,0.31419737643202333,-0.41221067564625713,1.1716000321839537,0.4434089327282325
1,Khuzdar,0.5229853975121688,5,0.10585034013605442,7,0.07929860812103591,-0.1234805937344748,0.26676350536823235,0.1362371205363438,-0.21476610372141683,7,-0.5656041512231282,5,0.08148245310258793,-0.044365777541590795,-0.35037896557036063,0.10622790357476812,1.208397550714375,5,0.2148933819467462,7,0.21449185941736762,-0.2996907554405892,0.5437930028738777,0.31646052559391397
2,Khuzdar,0.4176372712146423,4,0.14640048396854205,6,0.044525171911534045,-0.07154273976680213,0.29552764307017027,0.075424742627053,-0.2684069611780455,6,-0.46770025839793283,4,0.0498305428891422,-0.03245855290438615,-0.38431067212570996,0.053323239587029135,1.0615352082892788,4,0.2827763496143959,6,0.15342110853528634,-0.21814869199998363,0.6418681324489718,0.2122759205895396
3,Khuzdar,0.27811645995375234,0,0.12063900110172604,2,,-0.0363453709981271,0.18165156217381828,0.04846808118774431,-0.22387075502802506,7,-0.36139722346618897,0,0.015250535650753239,-0.021172688109904397,-0.28307366276624174,0.03908161338384687,0.5433934365630263,0,0.21374194807729846,2,,-0.07142521508515685,0.36655808374636395,0.10093490562137722
4,Khuzdar,0.6260162601626016,9,0.08542348237004725,5,0.11752499442800911,-0.0915907121826639,0.2743142762238104,0.17452183884151606,-0.19569743233865372,6,-0.6132284734825569,9,0.014284035502304643,-0.09080946926451244,-0.3684518398015175,0.12993545601359685,1.3222289001459604,9,0.1542040545031572,4,0.2511939007450385,-0.20376907721855378,0.5453776897437447,0.37741537858916613
5,Khuzdar,0.2816799420709631,10,0.12268716196982636,6,0.04821065947779405,-0.015284911471589835,0.17428011241148011,0.05177735985111865,-0.2061289389997109,9,-0.33032694475760993,10,0.0036312372695726145,-0.03937514749000106,-0.2678033508316186,0.04749702985555358,0.6604414261460102,10,0.23142182130584193,6,0.12945405713317418,-0.07315452544503238,0.3387777151476699,0.12275883954894974
6,Khuzdar,0.7779453345900095,9,0.4627201198950918,6,0.0746247405900391,-0.046467826193554496,0.6397827303295485,0.08863299451927065,-0.4957854406130268,6,-0.7229629629629629,5,0.0574920548877099,-0.04576272320601613,-0.6134176087185049,0.06372555294838596,2.0004945598417407,5,0.976825120620106,6,0.149389113244729,-0.28997279911724494,1.5354379572623424,0.3220826696512374
7,Khuzdar,0.09997033521210323,1,0.04114313870411431,9,0.006384669560496996,-0.006713577619299772,0.07104412384600949,0.014508303098288104,-0.10744234800838574,9,-0.1854947022832413,0,0.012056578761895934,-0.016873139510613002,-0.15956402793195104,0.023537549165945075,0.24641708101784146,1,0.09842055634134841,9,0.027734454823719317,-0.026468983059352413,0.15908888107955554,0.03245510625821552
8,Khuzdar,0.5930342608366459,9,0.09005376344086022,3,0.0871673090815947,-0.05119373034752348,0.26501830595568804,0.17961882451753244,-0.2216155149689324,3,-0.6094855612927902,9,0.013092627477359916,-0.010677324659445412,-0.3549674602419814,0.13725040584230253,1.1263301696865113,9,0.15243729025652694,3,0.1456838344393249,-0.07219007167793139,0.5227861964322333,0.3638501160810725
9,Khuzdar,0.5740040062319163,10,0.0878515511742534,7,0.11599518151765824,-0.07711700280216821,0.28568177882629925,0.17530677472733505,-0.17802197802197803,7,-0.5551401869158878,10,0.08135282829335924,-0.07503240737121851,-0.3529555083307904,0.1370254891320748,1.4740512117055327,10,0.1711892477227849,1,0.31689657057312587,-0.23900540275794122,0.6266756901317566,0.42820973587368993
10,Khuzdar,0.5489655172413793,7,0.07378190255220418,10,0.07494273881471623,-0.1216633442605708,0.26087473483080176,0.18438864610446024,-0.22110817941952507,10,-0.5915973264220433,0,0.06140501697798453,-2.406153932727843e-05,-0.3613875957942327,0.13014993007209963,1.2756921351015666,7,0.1262992506647329,9,0.18481726905728538,-0.3100212713940722,0.5400120847279848,0.4298229778444212
11,Khuzdar,0.7633920464862902,3,0.11352380952380953,5,0.0643492452464272,-0.18395603153688297,0.45254956134910035,0.23160316107351797,-0.2304199772985244,4,-0.6971338692764768,3,0.14923764683595028,-0.05540984814150804,-0.4788146210593256,0.16475265333090747,2.2042785234899327,3,0.2128267390372804,5,0.2795970983511707,-0.5838062628276953,1.00955175292392,0.6332523957589261
12,Khuzdar,0.13241702983573583,9,0.0945479641131815,4,0.005364961860192867,-0.004550860177434969,0.11264278951324315,0.011839602786784488,-0.206788597792058,7,-0.2477817002194447,2,0.003986206687180323,-0.006514070091232227,-0.2272410792988808,0.01169370884126738,0.2974628171478565,8,0.1788895486935867,2,0.022388859570668412,-0.01606127538427024,0.22666510896624334,0.03551137917064134
13,Khuzdar,0.6255392579810182,4,0.10009845749917952,6,0.15815918068184584,-0.1223864120259978,0.3567969884654218,0.18782100317344597,-0.1992844364937388,6,-0.6137044967880085,4,0.08812082043827489,-0.07292422444774961,-0.4054141380652056,0.1526013505858861,1.383059900801221,4,0.21298882681564246,6,0.3545802157551834,-0.27658278161995514,0.769832498520216,0.40757657888206184
14,Khuzdar,0.3277545327754533,9,0.054037644201578625,6,0.06948184347499083,-0.04442688153541544,0.12660698107724747,0.08560975950534153,-0.15463917525773196,6,-0.36511919698870765,9,0.004911134589848302,-0.03947693038862141,-0.21746859740318072,0.06724261240748435,0.6106275172144991,9,0.11658370447995808,6,0.12059811217521395,-0.06273657102633023,0.2559802908128635,0.1699057077288716
15,Khuzdar,0.738762559492332,4,0.10873828720854217,7,0.17089239218671604,-0.13825662636109234,0.2543598042378829,0.2156152979746979,-0.21593905654849108,8,-0.7216462456801759,4,0.06681521190474025,-0.005099732077055941,-0.3515364271872343,0.16630800812103885,1.7159940209267563,5,0.20191801885647231,7,0.2746063761512146,-0.4946582686386989,0.5346156071087284,0.5199546820279545
16,Khuzdar,0.12005177435012404,1,0.08040500297796307,6,0.0019220200214699196,-0.00630850120217349,0.09847398734707759,0.0125300423538381,-0.1583652618135377,6,-0.2398486759142497,2,0.014193223629539203,-0.007335289535587384,-0.19919664113484747,0.022305206196697517,0.2899041466972286,1,0.19284982060481803,7,0.015238315095452546,-0.018193456333603003,0.23167305321077505,0.024917586071862396
17,Khuzdar,0.5190701053396295,9,0.08117752007136485,7,0.13021408592027958,-0.026710257455953568,0.2429112265731225,0.14644447506638034,-0.19448094612352168,7,-0.5279503105590062,10,0.036457073268422124,-0.08463306691547935,-0.33581915387648514,0.10906071948774906,1.077962749299489,10,0.14479799785484448,6,0.18243839350266222,-0.11453931479945823,0.46908738751480356,0.3136102530536141
