latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
27.76468,72.63084,348.21,0.47,0.39,2023-10-26,802,N,VIIRS,n,2,307.7,9.39,D,0
28.21194,73.2344,339.46,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,310.54,2.8,D,0
28.21543,73.23362,356.01,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.93,2.8,D,0
28.21619,73.23804,344.15,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.77,2.8,D,0
28.21725,73.2653,335.56,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,309.26,2.29,D,0
28.21801,73.2697,344.58,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,310.03,3.56,D,0
28.21816,73.22842,342.04,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.51,2.05,D,0
28.21847,73.25128,336.34,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,309.77,2.75,D,0
28.21877,73.27409,345.57,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.86,3.56,D,0
28.21892,73.23283,350.15,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.75,2.97,D,0
28.21968,73.23726,346.74,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.2,2.97,D,0
28.21999,73.26011,347.12,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.85,2.29,D,0
28.22044,73.24168,339.71,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,309.91,2.04,D,0
28.22075,73.26453,344.57,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.53,2.29,D,0
28.2212,73.24609,341.41,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.82,2.04,D,0
28.22132,73.24789,336.8,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,308.47,2.03,D,0
28.22166,73.22764,337.91,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,309.57,2.05,D,0
28.2217,73.22945,337.09,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,308.25,3.33,D,0
28.22196,73.2505,354.01,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.62,3.45,D,0
28.2221,73.25229,344.63,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.18,3.09,D,0
28.22226,73.27332,347.97,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,310.49,3.56,D,0
28.22242,73.23206,340.75,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,307.92,2.97,D,0
28.22272,73.25492,353.71,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.2,3.45,D,0
28.22348,73.25933,351.3,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.53,3.16,D,0
28.22365,73.2611,339.29,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.94,2.69,D,0
28.22393,73.2409,336.9,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,310.15,2.04,D,0
28.22404,73.2427,338.75,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.34,2.03,D,0
28.22424,73.26374,351.71,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.42,3.16,D,0
28.22469,73.24531,348.37,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.26,2.04,D,0
28.22481,73.2471,340.87,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,307.87,2.03,D,0
28.22545,73.24973,356.64,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.36,3.45,D,0
28.22559,73.25151,340.43,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,307.26,3.09,D,0
28.22575,73.27254,341.8,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,308.73,3.7,D,0
28.22621,73.25414,340.64,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.94,3.45,D,0
28.22636,73.21468,340.43,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.84,2.09,D,0
28.22714,73.21909,340.76,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.83,2.09,D,0
28.22753,73.24191,338.6,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,307.72,2.18,D,0
28.22772,73.26296,341.73,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,311.1,3.16,D,0
28.22791,73.22351,336.7,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,308.88,2.16,D,0
28.22792,73.26472,344.75,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.41,2.69,D,0
28.2283,73.24633,341.59,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,307.7,2.18,D,0
28.22848,73.26737,357.14,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,309.2,3.7,D,0
28.22869,73.22791,342.83,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.39,2.16,D,0
28.22869,73.26912,337.6,0.43,0.38,2023-10-26,802,N,VIIRS,l,2,308.25,4.23,D,0
28.22908,73.25074,348.21,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.52,3.92,D,0
28.22924,73.27178,347.03,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.13,3.7,D,0
28.22947,73.23232,338.21,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.07,5.6,D,0
28.22986,73.21391,336.4,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,309.83,0.94,D,0
28.23102,73.24115,342.47,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.21,2.18,D,0
28.23141,73.26395,337.8,0.43,0.38,2023-10-26,802,N,VIIRS,l,2,310.24,3.02,D,0
28.23761,73.258,342.97,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.31,3.47,D,0
28.238,73.23962,341.47,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.69,3.75,D,0
28.24187,73.26164,349.04,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,308.8,3.47,D,0
28.24264,73.26604,337.99,0.43,0.38,2023-10-26,802,N,VIIRS,l,2,309.38,2.46,D,0
28.24495,73.27921,351.49,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.07,4.6,D,0
28.24536,73.26087,340.27,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,308.64,2.47,D,0
28.24572,73.2836,351.3,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,308.99,3.82,D,0
28.24613,73.26527,337.9,0.43,0.38,2023-10-26,802,N,VIIRS,l,2,310.49,1.76,D,0
28.24731,73.25129,339.37,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.31,3.2,D,0
28.24767,73.27405,336.6,0.43,0.38,2023-10-26,802,N,VIIRS,l,2,310.08,3.31,D,0
28.24808,73.25569,338.71,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.2,2.47,D,0
28.24844,73.27844,357.04,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.01,3.31,D,0
28.24848,73.2373,341.97,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.43,2.59,D,0
28.24921,73.28284,350.35,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.71,4.94,D,0
28.24925,73.24171,348.87,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.27,2.59,D,0
28.25003,73.24612,343.27,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.03,3.22,D,0
28.2508,73.25052,353.7,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.86,3.22,D,0
28.25157,73.25493,353.09,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.48,3.35,D,0
28.25193,73.27767,348.76,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.66,3.31,D,0
28.25198,73.23653,339.5,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,307.48,2.59,D,0
28.25234,73.25932,350.39,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.36,3.35,D,0
28.2527,73.28207,355.2,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.34,4.94,D,0
28.25393,73.22694,342.6,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.07,2.53,D,0
28.2547,73.23135,349.5,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.02,2.53,D,0
28.25506,73.25416,349.25,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,308.94,3.35,D,0
28.25541,73.27691,344.27,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,310.32,3.43,D,0
28.25588,73.21734,338.21,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,310.09,1.77,D,0
28.25618,73.2813,357.02,0.43,0.38,2023-10-26,802,N,VIIRS,l,2,309.72,3.81,D,0
28.2566,73.26295,352.58,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.77,2.81,D,0
28.25665,73.22176,336.38,0.44,0.38,2023-10-26,802,N,VIIRS,l,2,310.19,1.77,D,0
28.25695,73.28569,336.17,0.43,0.38,2023-10-26,802,N,VIIRS,l,2,310,3.81,D,0
28.25736,73.26734,343.56,0.43,0.38,2023-10-26,802,N,VIIRS,n,2,309.3,2.81,D,0
28.25742,73.22617,348.23,0.44,0.38,2023-10-26,802,N,VIIRS,n,2,309.88,2.53,D,0
