latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
27.81923,73.1604,340.55,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,306.59,2.51,D,0
27.82001,73.16483,367,0.44,0.38,2025-10-31,805,N,VIIRS,h,2,307.49,5.62,D,0
27.82079,73.16925,349.29,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,306.9,5.62,D,0
27.82274,73.15963,339.14,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,307.08,1.59,D,0
27.82352,73.16405,356.19,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.55,6.13,D,0
27.8243,73.16848,350.18,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,307.26,6.13,D,0
27.82826,73.38056,336.47,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.13,2.1,D,0
27.82858,73.17212,338.83,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,307.8,2.05,D,0
27.83637,73.17499,344.54,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.06,3.27,D,0
27.83714,73.1794,339.65,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,307.82,1.63,D,0
27.8391,73.16979,337.51,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,306.56,3.11,D,0
27.83987,73.17421,351.45,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.21,3.11,D,0
27.84065,73.17862,353.16,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.3,6.97,D,0
27.8457,73.18668,343.62,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,307.14,3.65,D,0
27.8492,73.18589,349.41,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.53,5.63,D,0
27.84997,73.1903,349.29,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,307.36,5.63,D,0
27.85115,73.17628,351.37,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,305.96,4.29,D,0
27.85192,73.18069,353.49,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,306.87,4.29,D,0
28.00835,72.97772,336.95,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,306.48,3.44,D,0
28.0146,72.97164,338.11,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,307.1,1.9,D,0
28.01812,72.97086,336.98,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,306.78,1.9,D,0
28.02085,72.96558,335.28,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,307.23,3.56,D,0
28.02418,73.06698,343.34,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.26,3.1,D,0
28.06718,73.65209,339.07,0.42,0.38,2025-10-31,805,N,VIIRS,n,2,305.07,2.11,D,0
28.16478,72.95775,335.2,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,306.95,2.56,D,0
28.16673,72.948,335.41,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,307.58,0.85,D,0
28.17377,72.94643,336.3,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,307.19,2.26,D,0
28.17768,73.32177,336.5,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.46,2.68,D,0
28.17844,73.32612,356.57,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.73,5.13,D,0
28.1792,73.33045,335.12,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.5,5.13,D,0
28.18191,73.32536,367,0.43,0.38,2025-10-31,805,N,VIIRS,h,2,306.76,5.13,D,0
28.18267,73.32969,367,0.43,0.38,2025-10-31,805,N,VIIRS,h,2,307.58,5.13,D,0
28.1831,73.31153,341.96,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,305.5,2.77,D,0
28.18343,73.33403,349.13,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,307.43,5.79,D,0
28.18386,73.31588,349.7,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,305.62,4.43,D,0
28.18462,73.32024,349.07,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,305.88,4.43,D,0
28.18538,73.32458,356.06,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,307.02,18.19,D,0
28.18658,73.31075,343.89,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,305.58,2.77,D,0
28.1869,73.33327,356.35,0.43,0.38,2025-10-31,805,N,VIIRS,l,2,308.64,10.12,D,0
28.18734,73.31511,367,0.43,0.38,2025-10-31,805,N,VIIRS,h,2,305.55,4.43,D,0
28.18746,72.96198,338.44,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,309.38,1.38,D,0
28.18765,73.33762,367,0.43,0.38,2025-10-31,805,N,VIIRS,h,2,307.56,10.12,D,0
28.18885,73.32381,349.66,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.97,18.19,D,0
28.18961,73.32816,356.52,0.43,0.38,2025-10-31,805,N,VIIRS,l,2,308.69,18.19,D,0
28.19005,73.30998,343.06,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.72,2.9,D,0
28.19037,73.3325,356.51,0.43,0.38,2025-10-31,805,N,VIIRS,l,2,308.58,10.12,D,0
28.19081,73.31434,338.54,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.87,4.54,D,0
28.19112,73.33685,355.81,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,308.17,10.12,D,0
28.19188,73.34118,356.51,0.43,0.38,2025-10-31,805,N,VIIRS,l,2,308.54,14.17,D,0
28.19232,73.32304,338.01,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.92,3.37,D,0
28.19254,72.97015,341.48,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,309.17,4.8,D,0
28.19308,73.32738,350.65,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,308,3.37,D,0
28.19332,72.97463,351.3,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,309.32,4.69,D,0
28.19352,73.30922,342.43,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.32,2.9,D,0
28.19383,73.33174,356.33,0.43,0.38,2025-10-31,805,N,VIIRS,l,2,307.77,12.57,D,0
28.19459,73.33608,367,0.43,0.38,2025-10-31,805,N,VIIRS,h,2,308.04,12.57,D,0
28.195,72.9663,341.05,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,309.4,3.77,D,0
28.19534,73.34042,356.33,0.43,0.38,2025-10-31,805,N,VIIRS,l,2,307.82,10.49,D,0
28.19579,73.32228,337.19,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.53,3.37,D,0
28.1958,72.97078,350.7,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,309.83,3.77,D,0
28.19606,72.96935,335.71,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,309.54,3.5,D,0
28.1961,73.34475,348.4,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.77,10.49,D,0
28.19655,73.32662,354.65,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.05,3.37,D,0
28.19731,73.33097,355.75,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,305.71,12.57,D,0
28.19772,72.96104,343.74,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,310.09,3.57,D,0
28.19806,73.33531,356.73,0.43,0.38,2025-10-31,805,N,VIIRS,l,2,308.33,12.57,D,0
28.1982,72.98418,343.41,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.54,2.72,D,0
28.1984,72.98278,336.6,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,308.23,1.84,D,0
28.19852,72.96552,356.88,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,310.72,3.77,D,0
28.1988,72.96408,349.64,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,310.36,3.5,D,0
28.19881,73.33965,356.43,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,308.18,10.49,D,0
28.20091,72.97892,340.76,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,309.01,3.95,D,0
28.20124,72.96026,340.97,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,311.04,2.54,D,0
28.20153,73.33454,356.73,0.43,0.38,2025-10-31,805,N,VIIRS,l,2,307.58,12.66,D,0
28.20171,72.98339,349.61,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.84,2.72,D,0
28.20191,72.98199,342.61,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,308.69,1.84,D,0
28.20204,72.96474,344.53,0.44,0.39,2025-10-31,805,N,VIIRS,n,2,311.44,3.46,D,0
28.20228,73.33888,346.48,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,306.69,5.12,D,0
28.20251,72.98787,340.34,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,308.25,2.72,D,0
28.20269,72.98647,336.3,0.44,0.39,2025-10-31,805,N,VIIRS,l,2,308.6,1.84,D,0
28.20522,72.9826,338.65,0.44,0.38,2025-10-31,805,N,VIIRS,l,2,308.8,2.74,D,0
28.20602,72.98708,353.18,0.44,0.38,2025-10-31,805,N,VIIRS,n,2,309.25,2.74,D,0
28.21267,73.23239,351.79,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,309.4,10.31,D,0
28.21343,73.23678,354.43,0.43,0.38,2025-10-31,805,N,VIIRS,n,2,309.17,8.28,D,0
