latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
23.70859,77.76441,335.5,0.48,0.4,2021-11-15,814,N,VIIRS,n,2,305.36,4.31,D,0
23.7092,77.76917,334.53,0.48,0.4,2021-11-15,814,N,VIIRS,n,2,306.61,5.96,D,0
23.71478,77.75378,332.9,0.48,0.4,2021-11-15,814,N,VIIRS,n,2,303.32,0.76,D,0
23.80295,76.17196,338.74,0.42,0.38,2021-11-15,814,N,VIIRS,n,2,304.12,3.89,D,0
23.90138,71.21863,337,0.43,0.38,2021-11-15,814,N,VIIRS,l,2,308.26,3.6,D,0
23.9021,71.22282,356.72,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,309.05,11.4,D,0
23.90281,71.22701,354.37,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,308.76,11.4,D,0
23.90353,71.23119,356.63,0.43,0.38,2021-11-15,814,N,VIIRS,l,2,309.19,13.32,D,0
23.90425,71.23538,338.81,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,307.75,13.32,D,0
23.90485,71.21793,348.87,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,308.25,3.6,D,0
23.90557,71.22212,357.58,0.43,0.38,2021-11-15,814,N,VIIRS,l,2,308.93,11.4,D,0
23.90629,71.2263,357.44,0.43,0.38,2021-11-15,814,N,VIIRS,l,2,310.73,11.4,D,0
23.90701,71.2305,355.64,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,310.68,13.32,D,0
23.90772,71.23469,348.66,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,307.56,13.32,D,0
23.90833,71.21723,356.77,0.43,0.38,2021-11-15,814,N,VIIRS,l,2,308.31,9.07,D,0
23.91804,71.21093,349.2,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,309.32,9.17,D,0
23.91876,71.21513,356.72,0.43,0.38,2021-11-15,814,N,VIIRS,l,2,308.66,9.17,D,0
23.97149,77.2181,339.06,0.46,0.39,2021-11-15,814,N,VIIRS,n,2,306.24,4.75,D,0
24.13739,71.28477,338.08,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,306.9,5.05,D,0
24.14014,71.2799,356.06,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,308.27,5.05,D,0
24.14085,71.28407,351.09,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,307.29,5.05,D,0
24.1429,71.27505,349.06,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,307.66,7.57,D,0
24.14361,71.27921,355.28,0.43,0.38,2021-11-15,814,N,VIIRS,l,2,309.42,7.58,D,0
24.14431,71.28337,356.09,0.43,0.38,2021-11-15,814,N,VIIRS,l,2,309.32,7.58,D,0
24.14706,71.27852,348.91,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,307.53,7.58,D,0
24.14777,71.28268,348.06,0.43,0.38,2021-11-15,814,N,VIIRS,n,2,307.34,7.58,D,0
24.48536,72.77995,332.93,0.39,0.36,2021-11-15,814,N,VIIRS,n,2,302.51,1.31,D,0
24.58964,74.18669,332.75,0.39,0.36,2021-11-15,814,N,VIIRS,n,2,303.2,1.81,D,0
24.48434,67.95344,346.76,0.4,0.44,2021-11-15,815,N,VIIRS,n,2,309.46,4.34,D,0
24.48495,67.95312,348.6,0.4,0.44,2021-11-15,815,N,VIIRS,n,2,309.84,4.06,D,0
24.61564,67.96027,331.66,0.4,0.44,2021-11-15,815,N,VIIRS,n,2,304.33,2.36,D,0
24.64542,67.9616,338.55,0.4,0.44,2021-11-15,815,N,VIIRS,n,2,308.23,2.33,D,0
24.79895,69.18732,337.34,0.51,0.41,2021-11-15,815,N,VIIRS,n,2,306.58,3.77,D,0
24.80354,68.28091,333.02,0.57,0.43,2021-11-15,815,N,VIIRS,n,2,302.64,3.17,D,0
24.88875,68.51511,331.06,0.55,0.43,2021-11-15,815,N,VIIRS,n,2,303.68,2.85,D,0
24.91864,68.14143,345.39,0.39,0.44,2021-11-15,815,N,VIIRS,n,2,313.17,32.58,D,0
24.99965,74.60592,332.95,0.39,0.36,2021-11-15,815,N,VIIRS,n,2,301.79,2.37,D,0
25.00904,68.40916,332,0.56,0.43,2021-11-15,815,N,VIIRS,l,2,305.09,13.96,D,0
25.01044,68.41109,344.35,0.56,0.43,2021-11-15,815,N,VIIRS,n,2,307.32,10.81,D,0
