latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
27.77853,69.32853,337.47,0.39,0.36,2025-11-20,831,N,VIIRS,n,2,302.19,2.71,D,0
28.96744,70.4281,335.2,0.39,0.36,2025-11-20,831,N,VIIRS,n,2,299.51,2.92,D,0
28.98749,70.28544,334.01,0.39,0.36,2025-11-20,831,N,VIIRS,n,2,301.5,3.62,D,0
29.20562,73.16502,336.11,0.47,0.39,2025-11-20,831,N,VIIRS,n,2,303.65,3.48,D,0
29.21862,75.36877,333.51,0.4,0.44,2025-11-20,831,N,VIIRS,n,2,303.58,1.45,D,0
29.23293,73.89588,341.1,0.5,0.41,2025-11-20,831,N,VIIRS,n,2,306.09,3.41,D,0
29.36056,73.716,332.58,0.49,0.41,2025-11-20,831,N,VIIRS,l,2,304.57,4.01,D,0
29.36108,73.71829,339.24,0.49,0.41,2025-11-20,831,N,VIIRS,n,2,306.25,4.67,D,0
29.38184,74.01451,333.74,0.51,0.41,2025-11-20,831,N,VIIRS,n,2,302.93,3.7,D,0
29.3874,73.65176,333.93,0.49,0.4,2025-11-20,831,N,VIIRS,n,2,303.85,5.84,D,0
29.42323,73.98389,338.38,0.51,0.41,2025-11-20,831,N,VIIRS,n,2,307.44,10.91,D,0
29.45868,74.05406,336.06,0.51,0.41,2025-11-20,831,N,VIIRS,n,2,302.39,9.42,D,0
29.46644,70.44678,339.26,0.39,0.36,2025-11-20,831,N,VIIRS,n,2,300.59,3.38,D,0
29.47778,74.11651,345.36,0.52,0.41,2025-11-20,831,N,VIIRS,n,2,314.95,46.23,D,0
29.52819,74.44332,337.85,0.54,0.42,2025-11-20,831,N,VIIRS,n,2,304.56,5.84,D,0
29.54379,74.23089,339.47,0.53,0.42,2025-11-20,831,N,VIIRS,n,2,305.92,7.55,D,0
29.55717,74.279,339.67,0.53,0.42,2025-11-20,831,N,VIIRS,n,2,302.76,5.74,D,0
29.57571,74.3717,335.04,0.53,0.42,2025-11-20,831,N,VIIRS,n,2,302.38,4.83,D,0
29.58615,74.2914,334.39,0.53,0.42,2025-11-20,831,N,VIIRS,n,2,303.57,4.25,D,0
29.59131,74.30183,338.09,0.53,0.42,2025-11-20,831,N,VIIRS,n,2,303.42,5.86,D,0
29.59254,74.3805,342.88,0.54,0.42,2025-11-20,831,N,VIIRS,n,2,304.36,6.44,D,0
29.59369,74.49426,330.14,0.54,0.42,2025-11-20,831,N,VIIRS,n,2,304.18,2.37,D,0
29.59379,74.42571,335.17,0.54,0.42,2025-11-20,831,N,VIIRS,n,2,300.02,3.4,D,0
29.5964,74.41395,334.45,0.54,0.42,2025-11-20,831,N,VIIRS,n,2,304.93,3.52,D,0
29.61588,74.41104,334.07,0.54,0.42,2025-11-20,831,N,VIIRS,n,2,300.68,3.61,D,0
29.78765,75.16698,337,0.39,0.44,2025-11-20,831,N,VIIRS,n,2,303.23,2.85,D,0
29.81716,75.3233,338.22,0.4,0.44,2025-11-20,831,N,VIIRS,n,2,302.89,2.53,D,0
29.8205,72.75021,341.06,0.45,0.39,2025-11-20,831,N,VIIRS,n,2,304.47,5.27,D,0
29.85158,75.11256,335.47,0.39,0.44,2025-11-20,831,N,VIIRS,n,2,302.46,1.92,D,0
29.8644,72.89313,332.58,0.46,0.39,2025-11-20,831,N,VIIRS,n,2,300.89,2.34,D,0
29.87597,74.67056,333.62,0.56,0.43,2025-11-20,831,N,VIIRS,n,2,303.16,7.53,D,0
29.993,73.52487,332.3,0.49,0.4,2025-11-20,831,N,VIIRS,n,2,299.5,2.24,D,0
30.0503,71.40925,333.6,0.41,0.37,2025-11-20,831,N,VIIRS,n,2,299.99,2.4,D,0
30.05847,74.89779,341.38,0.38,0.44,2025-11-20,831,N,VIIRS,n,2,303.54,4,D,0
30.11355,73.95567,338.92,0.52,0.41,2025-11-20,831,N,VIIRS,n,2,300.17,3.84,D,0
30.11738,73.95509,346.13,0.52,0.41,2025-11-20,831,N,VIIRS,n,2,301.13,8.46,D,0
30.15803,75.47295,343.38,0.41,0.45,2025-11-20,831,N,VIIRS,n,2,304.63,4.25,D,0
30.17867,75.25757,334.48,0.4,0.44,2025-11-20,831,N,VIIRS,n,2,303.9,1.94,D,0
30.18075,75.25692,331.64,0.4,0.44,2025-11-20,831,N,VIIRS,n,2,303.34,1.88,D,0
30.25516,70.75404,333.52,0.4,0.37,2025-11-20,831,N,VIIRS,n,2,302.06,2.35,D,0
30.33597,74.08979,334.87,0.53,0.42,2025-11-20,831,N,VIIRS,n,2,302.92,6.82,D,0
30.45348,72.0697,338.59,0.43,0.38,2025-11-20,831,N,VIIRS,n,2,299.51,6.93,D,0
30.52523,71.73804,334.32,0.42,0.38,2025-11-20,831,N,VIIRS,n,2,302.31,3.37,D,0
30.58254,70.77963,336.57,0.4,0.37,2025-11-20,831,N,VIIRS,n,2,299.24,2.93,D,0
30.60171,74.57423,333.73,0.56,0.43,2025-11-20,831,N,VIIRS,n,2,301.44,4.24,D,0
30.72913,71.92719,335.1,0.43,0.38,2025-11-20,831,N,VIIRS,n,2,298.35,2.62,D,0
30.74625,71.97508,340.94,0.43,0.38,2025-11-20,831,N,VIIRS,n,2,298.31,5.58,D,0
30.78146,71.77773,330.45,0.43,0.38,2025-11-20,831,N,VIIRS,n,2,301.27,2.11,D,0
30.80548,75.30177,337.06,0.41,0.45,2025-11-20,831,N,VIIRS,n,2,302.85,3.84,D,0
30.81909,70.82413,344.9,0.4,0.37,2025-11-20,831,N,VIIRS,n,2,307.72,9.37,D,0
30.82001,71.82593,330.99,0.43,0.38,2025-11-20,831,N,VIIRS,n,2,299.48,2.62,D,0
30.82248,70.8235,337.88,0.4,0.37,2025-11-20,831,N,VIIRS,n,2,298.99,9.37,D,0
30.88572,72.11324,337.35,0.44,0.38,2025-11-20,831,N,VIIRS,n,2,300.13,3.79,D,0
31.06415,70.78411,345.61,0.4,0.37,2025-11-20,831,N,VIIRS,n,2,302.39,11.43,D,0
31.07485,72.79818,332.58,0.47,0.4,2025-11-20,831,N,VIIRS,n,2,296.57,3.12,D,0
31.07524,75.03018,340.59,0.4,0.44,2025-11-20,831,N,VIIRS,n,2,300.61,3.39,D,0
31.12075,73.70583,332.13,0.52,0.41,2025-11-20,831,N,VIIRS,n,2,299.9,4.55,D,0
31.13269,72.84416,331.86,0.47,0.4,2025-11-20,831,N,VIIRS,n,2,295.8,3.03,D,0
31.13506,74.59771,336.92,0.57,0.43,2025-11-20,831,N,VIIRS,n,2,300.68,6.57,D,0
31.16626,72.84369,330.76,0.47,0.4,2025-11-20,831,N,VIIRS,n,2,295.84,4.94,D,0
31.31669,72.19109,330.46,0.45,0.39,2025-11-20,831,N,VIIRS,n,2,297.66,2.95,D,0
31.31807,72.18838,341.71,0.45,0.39,2025-11-20,831,N,VIIRS,n,2,297.63,6.25,D,0
31.31865,73.36937,330.89,0.5,0.41,2025-11-20,831,N,VIIRS,n,2,296.98,3.65,D,0
31.32025,72.19048,331.12,0.45,0.39,2025-11-20,831,N,VIIRS,n,2,296.54,2.95,D,0
31.49594,73.38008,332.16,0.5,0.41,2025-11-20,831,N,VIIRS,n,2,297.94,3.82,D,0
31.52237,72.1324,333.68,0.45,0.39,2025-11-20,831,N,VIIRS,n,2,300.48,4.13,D,0
31.52404,72.13061,332.68,0.45,0.39,2025-11-20,831,N,VIIRS,n,2,298.61,2.6,D,0
31.63487,72.44534,331.44,0.46,0.39,2025-11-20,831,N,VIIRS,l,2,302.93,3.85,D,0
