latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
27.9074,69.78873,334.81,0.4,0.37,2023-11-20,833,N,VIIRS,n,2,301.6,1.53,D,0
27.97691,69.54951,350.86,0.39,0.37,2023-11-20,833,N,VIIRS,n,2,304.34,10.09,D,0
27.97814,69.54948,353.17,0.39,0.37,2023-11-20,833,N,VIIRS,n,2,308.76,28.67,D,0
28.02144,69.44328,332.48,0.39,0.36,2023-11-20,833,N,VIIRS,n,2,298.41,4.5,D,0
29.0405,70.90229,335.35,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,297.69,2.81,D,0
29.1045,71.03463,332.82,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,299.39,2.49,D,0
29.10921,70.87701,346.14,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,298.62,8.04,D,0
29.22052,70.2812,330.7,0.42,0.38,2023-11-20,834,N,VIIRS,n,2,296.36,2.15,D,0
29.24309,73.55878,340.85,0.39,0.44,2023-11-20,834,N,VIIRS,n,2,297.77,5.59,D,0
29.33705,73.93078,330.31,0.41,0.45,2023-11-20,834,N,VIIRS,n,2,296.02,2.66,D,0
29.35312,73.96298,331.85,0.41,0.45,2023-11-20,834,N,VIIRS,n,2,295.63,2.22,D,0
29.36454,73.7373,334.79,0.4,0.44,2023-11-20,834,N,VIIRS,n,2,296.58,2.22,D,0
29.36571,73.736,331.77,0.4,0.44,2023-11-20,834,N,VIIRS,n,2,296.77,2.25,D,0
29.37857,73.75214,339.31,0.4,0.44,2023-11-20,834,N,VIIRS,n,2,297.47,2.33,D,0
29.39991,74.7852,349.06,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.18,8.06,D,0
29.46252,74.87903,339.55,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,295.73,3.41,D,0
29.49774,74.11954,341.99,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.79,4.94,D,0
29.49868,74.12826,332.18,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.06,3.06,D,0
29.50434,74.18081,335.48,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,293.6,3.23,D,0
29.51759,74.81126,340.04,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,295.85,12.42,D,0
29.53059,69.92241,346.59,0.41,0.37,2023-11-20,834,N,VIIRS,n,2,301.46,7.53,D,0
29.53505,74.59386,340.67,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,296.52,9.22,D,0
29.54271,74.58344,333.74,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,294.51,4.12,D,0
29.54319,74.58808,340.22,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,295.34,7.89,D,0
29.55108,74.56031,350.89,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.76,6.61,D,0
29.5532,74.55857,336.8,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.3,9.13,D,0
29.55401,74.54585,336.34,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.84,3.4,D,0
29.55539,74.55975,340.93,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,294.74,6.61,D,0
29.55604,74.54413,340.68,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,296.23,3.23,D,0
29.5575,74.55801,339.95,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.51,5.11,D,0
29.57182,74.50607,333.99,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295,2.38,D,0
29.60907,74.40373,331.49,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,294.22,2.16,D,0
29.62005,71.6508,336.78,0.47,0.4,2023-11-20,834,N,VIIRS,n,2,297.95,11.99,D,0
29.62065,71.6557,331.67,0.47,0.4,2023-11-20,834,N,VIIRS,n,2,296.28,8.71,D,0
29.62371,71.65022,337.51,0.47,0.4,2023-11-20,834,N,VIIRS,n,2,296.93,11.99,D,0
29.62432,71.65512,331.41,0.47,0.4,2023-11-20,834,N,VIIRS,n,2,295.56,8.71,D,0
29.62898,75.18297,333.36,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,297.99,3.37,D,0
29.63066,70.82876,337.19,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,297.4,3.55,D,0
29.64844,74.33958,332.45,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.34,2.46,D,0
29.66642,75.38625,333.06,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,297.5,3.92,D,0
29.67702,71.63387,330.49,0.47,0.4,2023-11-20,834,N,VIIRS,n,2,297.19,2.68,D,0
29.70926,75.35466,342.66,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,302.45,12.62,D,0
29.74924,75.4344,341.59,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,298.58,14.62,D,0
29.74954,75.43658,343.32,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,299.45,11.47,D,0
29.75262,75.37571,337.9,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,298.97,3.73,D,0
29.75331,75.37772,342.85,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,296.95,5.4,D,0
29.84926,72.76707,333.49,0.54,0.42,2023-11-20,834,N,VIIRS,n,2,297.12,8.42,D,0
29.86994,72.91323,336.63,0.55,0.42,2023-11-20,834,N,VIIRS,n,2,298.14,3.68,D,0
29.87962,70.92056,331.12,0.44,0.39,2023-11-20,834,N,VIIRS,n,2,297.25,2.67,D,0
29.93145,72.93665,331.83,0.55,0.43,2023-11-20,834,N,VIIRS,n,2,296.76,3.21,D,0
29.95799,75.00648,340.86,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,298.92,5.53,D,0
29.96768,72.56097,331.3,0.53,0.42,2023-11-20,834,N,VIIRS,n,2,296.35,5.05,D,0
29.96814,72.94291,331.34,0.55,0.43,2023-11-20,834,N,VIIRS,n,2,296.98,7.34,D,0
30.0305,74.65761,339.84,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,298.02,6.53,D,0
30.04334,74.78793,336.57,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.95,2.25,D,0
30.04606,71.56055,333.5,0.47,0.4,2023-11-20,834,N,VIIRS,n,2,297.52,2.88,D,0
30.05629,74.92064,341.05,0.47,0.48,2023-11-20,834,N,VIIRS,n,2,301.63,13.8,D,0
30.06391,74.59538,337.51,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,296.17,4.31,D,0
30.06397,75.19076,330.5,0.49,0.49,2023-11-20,834,N,VIIRS,n,2,296.64,1.92,D,0
30.08225,75.04916,344.14,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,299.34,12.08,D,0
30.08991,74.31911,345.39,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,296.79,5.67,D,0
30.09107,73.34348,328.68,0.39,0.44,2023-11-20,834,N,VIIRS,n,2,297.42,2.86,D,0
30.0951,73.3429,338.45,0.39,0.44,2023-11-20,834,N,VIIRS,n,2,297.81,2.86,D,0
30.10207,75.11346,333.4,0.49,0.48,2023-11-20,834,N,VIIRS,n,2,297.25,2.28,D,0
30.10459,74.64806,338.57,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,298.29,4.16,D,0
30.10503,74.64939,340.6,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,298.36,3.55,D,0
30.11193,74.93879,346.44,0.47,0.48,2023-11-20,834,N,VIIRS,n,2,298.78,6.02,D,0
30.1207,74.36629,340.12,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,297.74,5.04,D,0
30.12448,74.62263,340.3,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.9,4.01,D,0
30.12452,74.3611,340.47,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,298,5.03,D,0
30.12499,74.36572,337.96,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,296.75,5.03,D,0
30.12856,75.19849,336.3,0.49,0.49,2023-11-20,834,N,VIIRS,n,2,297.06,3.82,D,0
30.13881,74.33121,346.16,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,300.32,13.9,D,0
30.14254,74.49549,331.52,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,295.92,3.79,D,0
30.1457,74.65873,338.33,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,297.86,3.65,D,0
30.14578,74.84093,340.66,0.47,0.48,2023-11-20,834,N,VIIRS,n,2,299.14,5.78,D,0
30.14618,74.66354,330.13,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,298.16,4.04,D,0
30.15264,75.21122,331.97,0.49,0.49,2023-11-20,834,N,VIIRS,n,2,297.51,3.4,D,0
30.15384,75.2132,352.47,0.49,0.49,2023-11-20,834,N,VIIRS,n,2,298.94,8.83,D,0
30.15495,74.6187,341.51,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,298.15,5.83,D,0
30.15543,74.62348,338.16,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,297.34,7.5,D,0
30.16268,74.43598,341.59,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,299.53,8.31,D,0
30.19849,70.61592,331.45,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,298.47,2.38,D,0
30.20721,74.04414,329.84,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,294.66,1.76,D,0
30.21443,73.50039,338.75,0.4,0.44,2023-11-20,834,N,VIIRS,n,2,297.8,2.8,D,0
30.21953,75.27892,335.59,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,296.94,4.48,D,0
30.22469,74.60184,336.9,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.57,2.47,D,0
30.22667,70.61108,331.58,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,297.07,6.19,D,0
30.22725,70.61562,331.54,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,297.81,5.46,D,0
30.22905,74.60128,353.23,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,299.07,15.99,D,0
30.23078,70.61502,333.6,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,298.31,5.46,D,0
30.23106,74.02747,348.77,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.66,5.95,D,0
30.23287,73.2904,351.56,0.39,0.44,2023-11-20,834,N,VIIRS,n,2,297.04,5.61,D,0
30.23573,74.03133,332.55,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,294.67,5.95,D,0
30.23621,74.03575,340.19,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,297.11,8.46,D,0
30.24019,75.25521,335.79,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,298.57,17.1,D,0
30.24069,75.26044,341.86,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,298.38,19.18,D,0
30.2437,75.24422,339.88,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,296.15,2.8,D,0
30.24424,73.54678,331.24,0.4,0.44,2023-11-20,834,N,VIIRS,n,2,296.25,2.15,D,0
30.25251,70.61594,332.01,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,297.52,2.15,D,0
30.25654,74.88418,340.44,0.47,0.48,2023-11-20,834,N,VIIRS,n,2,297.24,4.94,D,0
30.25704,75.03158,350.57,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,292.52,8.51,D,0
30.26022,70.6752,336.76,0.44,0.38,2023-11-20,834,N,VIIRS,n,2,297.81,2.91,D,0
30.28425,74.00748,345.37,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,298.95,14.94,D,0
30.29263,75.31533,345.95,0.5,0.49,2023-11-20,834,N,VIIRS,n,2,295.87,20.83,D,0
30.29364,73.97485,352.82,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,299.17,13.5,D,0
30.30362,74.64025,341.16,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.87,5.09,D,0
30.30381,74.64164,337.58,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.78,6.15,D,0
30.30515,75.10825,342.81,0.49,0.48,2023-11-20,834,N,VIIRS,n,2,298.54,19.53,D,0
30.31228,73.99023,342.42,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,297.3,11.01,D,0
30.31609,74.85152,340.74,0.47,0.48,2023-11-20,834,N,VIIRS,n,2,296.19,13.6,D,0
30.31678,75.3768,334.56,0.51,0.49,2023-11-20,834,N,VIIRS,n,2,295.21,4.31,D,0
30.31884,74.75291,331.22,0.47,0.47,2023-11-20,834,N,VIIRS,n,2,297.39,3.83,D,0
30.31988,74.7562,330.85,0.47,0.47,2023-11-20,834,N,VIIRS,n,2,296.66,4.65,D,0
30.32159,74.07918,344.71,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,297.31,6.99,D,0
30.32705,74.65329,339.38,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.31,4.74,D,0
30.32862,74.10551,337,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,296.28,13.3,D,0
30.32909,74.10999,340.99,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,298.73,13.3,D,0
30.33204,74.61358,353.16,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.28,11.88,D,0
30.33229,74.26608,344.7,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,296.85,5.05,D,0
30.33443,75.4669,337.46,0.51,0.5,2023-11-20,834,N,VIIRS,n,2,294.97,7.5,D,0
30.33493,75.47231,339.03,0.51,0.5,2023-11-20,834,N,VIIRS,n,2,295.06,7.5,D,0
30.33862,74.68122,340.28,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,297.71,5.07,D,0
30.34004,74.69581,335.11,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.09,4.32,D,0
30.34267,74.03561,329.17,0.42,0.46,2023-11-20,834,N,VIIRS,n,2,295.03,3.35,D,0
30.34688,74.03505,330.23,0.42,0.46,2023-11-20,834,N,VIIRS,n,2,295.68,2.95,D,0
30.34691,74.67524,330.57,0.46,0.47,2023-11-20,834,N,VIIRS,n,2,296.3,1.22,D,0
30.3512,74.11617,340.58,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.21,5.97,D,0
30.35215,74.12518,341.22,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.21,7.92,D,0
30.35806,71.72186,344.83,0.49,0.4,2023-11-20,834,N,VIIRS,n,2,297.75,5.51,D,0
30.35835,73.93698,330.99,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,296.11,2.39,D,0
30.35843,75.47497,341.32,0.51,0.5,2023-11-20,834,N,VIIRS,n,2,300.08,14.68,D,0
30.36052,74.08543,338.31,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,294.48,5.03,D,0
30.36103,74.08754,342.49,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,294.48,5.08,D,0
30.36203,75.02038,341.18,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,296.78,5.31,D,0
30.36581,74.1325,331.17,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,293.75,3.04,D,0
30.37258,74.12031,329.12,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,294.21,2.77,D,0
30.37317,74.9472,339.01,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,296.27,3.81,D,0
30.37424,74.50647,331.38,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,295.17,2.34,D,0
30.37472,74.51122,330.51,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,295.26,3.73,D,0
30.37994,74.3912,335.85,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,298.61,12.13,D,0
30.38042,74.39588,341.68,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,303.97,24.02,D,0
30.38061,74.11466,337.36,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,294.3,2.06,D,0
30.38394,73.93793,331.38,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.59,17.48,D,0
30.38473,74.39532,334.44,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,294.6,4.06,D,0
30.38772,71.71715,333.93,0.49,0.4,2023-11-20,834,N,VIIRS,n,2,297.8,5.92,D,0
30.38813,73.93737,350.37,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,301.77,17.48,D,0
30.38936,75.02211,333.3,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,295.49,2.76,D,0
30.39034,75.0323,340.52,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,296.76,6.73,D,0
30.40064,71.63796,331.8,0.48,0.4,2023-11-20,834,N,VIIRS,n,2,298.7,4.23,D,0
30.40077,75.04651,338.63,0.49,0.48,2023-11-20,834,N,VIIRS,n,2,296.14,4.61,D,0
30.40433,74.01154,329.31,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.31,1.55,D,0
30.4053,74.99953,345.59,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,296.22,6.7,D,0
30.40583,74.95844,342.59,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,297.6,9.24,D,0
30.40881,74.31003,331.57,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.62,5.87,D,0
30.41183,74.0015,347.69,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.26,6.23,D,0
30.41232,70.71857,331.27,0.44,0.39,2023-11-20,834,N,VIIRS,n,2,297.13,5.02,D,0
30.4129,70.72319,332.36,0.44,0.39,2023-11-20,834,N,VIIRS,n,2,299.97,5.02,D,0
30.41758,74.22485,332.6,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.19,7.38,D,0
30.4178,74.10052,340.2,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,296.62,8.86,D,0
30.41785,74.05952,334.31,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.6,3.56,D,0
30.42158,74.79965,367,0.47,0.48,2023-11-20,834,N,VIIRS,h,2,299.3,19.56,D,0
30.42203,74.09995,341.02,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,294.03,8.86,D,0
30.42622,74.39744,341.46,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,298.88,5.53,D,0
30.42633,73.97701,340.09,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.74,5.62,D,0
30.42712,75.47466,352.55,0.51,0.5,2023-11-20,834,N,VIIRS,n,2,295.2,7.52,D,0
30.42913,74.00366,354.57,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,298.03,10.94,D,0
30.43147,74.02596,341.82,0.42,0.46,2023-11-20,834,N,VIIRS,n,2,297.98,6.62,D,0
30.43214,74.87222,332.24,0.47,0.48,2023-11-20,834,N,VIIRS,n,2,295.95,2.16,D,0
30.4336,74.29736,335.75,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.38,3.79,D,0
30.43492,74.80633,367,0.47,0.48,2023-11-20,834,N,VIIRS,h,2,296.95,10.17,D,0
30.43562,74.19003,339.72,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.89,3.91,D,0
30.43583,74.80787,342.6,0.47,0.48,2023-11-20,834,N,VIIRS,n,2,297.84,10.28,D,0
30.43592,74.54004,329.82,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,296.9,1.67,D,0
30.43614,73.9892,336.54,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.35,4.11,D,0
30.44132,74.07911,340.35,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,297.6,14.17,D,0
30.44835,74.75962,332.24,0.47,0.48,2023-11-20,834,N,VIIRS,n,2,295.48,3.5,D,0
30.44934,74.23927,330.06,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,294.07,3.1,D,0
30.45104,73.96989,335.34,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,294.79,3.61,D,0
30.45107,73.96918,335,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.06,3.85,D,0
30.45227,75.34653,330.6,0.51,0.49,2023-11-20,834,N,VIIRS,n,2,293.03,3.7,D,0
30.45324,71.974,329.14,0.5,0.41,2023-11-20,834,N,VIIRS,n,2,298.44,1.39,D,0
30.4536,74.1969,333.67,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.69,2.41,D,0
30.45367,74.91013,348.39,0.48,0.48,2023-11-20,834,N,VIIRS,n,2,299.93,10.29,D,0
30.45598,74.21977,337.28,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.69,4.66,D,0
30.45613,73.9782,340.35,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,297.51,4.36,D,0
30.45623,73.97749,336.34,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,295.92,4.7,D,0
30.4567,73.98193,333.43,0.42,0.45,2023-11-20,834,N,VIIRS,n,2,296.01,6.24,D,0
30.45904,75.03927,340.81,0.49,0.48,2023-11-20,834,N,VIIRS,n,2,298.99,9.85,D,0
30.45955,75.04439,340.83,0.49,0.48,2023-11-20,834,N,VIIRS,n,2,298.47,9.85,D,0
30.46041,74.06371,331.62,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.7,1.9,D,0
30.46119,74.22839,340.01,0.44,0.46,2023-11-20,834,N,VIIRS,n,2,295.08,3.33,D,0
30.46155,75.04271,341.43,0.49,0.48,2023-11-20,834,N,VIIRS,n,2,300,13.27,D,0
30.46175,74.07721,343.23,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.86,4.6,D,0
30.46247,74.07628,339.79,0.43,0.46,2023-11-20,834,N,VIIRS,n,2,295.44,3.49,D,0
30.46258,74.4547,355.09,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,303.1,14.26,D,0
30.46424,74.0125,334.87,0.42,0.46,2023-11-20,834,N,VIIRS,n,2,295.59,3.26,D,0
30.46691,74.45412,346.64,0.45,0.47,2023-11-20,834,N,VIIRS,n,2,297.32,14.26,D,0
