latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
33.36141,75.33962,331.29,0.74,0.76,2025-11-25,658,N,VIIRS,n,2,283.36,12.31,D,0
33.36503,75.34396,342.46,0.74,0.76,2025-11-25,658,N,VIIRS,n,2,280.85,10.32,D,0
28.53916,70.20772,331.92,0.41,0.37,2025-11-25,837,N,VIIRS,n,2,300.15,2.17,D,0
28.56318,70.23864,331.37,0.41,0.37,2025-11-25,837,N,VIIRS,n,2,297.91,2.62,D,0
28.57169,70.12078,331.42,0.41,0.37,2025-11-25,837,N,VIIRS,n,2,299.18,6.91,D,0
28.73706,70.30904,335.7,0.42,0.37,2025-11-25,837,N,VIIRS,n,2,299.41,4.46,D,0
28.74606,75.10074,338.27,0.47,0.48,2025-11-25,837,N,VIIRS,n,2,305.61,2.9,D,0
28.75656,70.29691,339.26,0.42,0.37,2025-11-25,837,N,VIIRS,n,2,298.62,3.33,D,0
29.02605,70.53151,330.98,0.42,0.38,2025-11-25,837,N,VIIRS,n,2,298.91,2.76,D,0
29.22248,70.28164,333.22,0.42,0.38,2025-11-25,837,N,VIIRS,n,2,300.2,5.3,D,0
29.33255,71.45026,331.54,0.46,0.39,2025-11-25,837,N,VIIRS,n,2,298.02,4.85,D,0
29.5762,74.26471,332.73,0.43,0.46,2025-11-25,837,N,VIIRS,n,2,300.57,1.92,D,0
29.57673,74.26344,334.63,0.43,0.46,2025-11-25,837,N,VIIRS,n,2,300.87,2.79,D,0
29.6194,74.39188,339.77,0.44,0.46,2025-11-25,837,N,VIIRS,n,2,303.33,8.72,D,0
29.63951,75.3011,341.04,0.49,0.49,2025-11-25,837,N,VIIRS,n,2,302.85,3.12,D,0
29.98741,74.15385,330.88,0.43,0.46,2025-11-25,837,N,VIIRS,n,2,298.42,3.23,D,0
29.6801,70.92147,332.29,0.44,0.39,2025-11-25,838,N,VIIRS,n,2,299.12,2.11,D,0
29.73143,69.95261,344.79,0.41,0.37,2025-11-25,838,N,VIIRS,n,2,303.7,15.83,D,0
29.73203,69.95698,355.18,0.41,0.37,2025-11-25,838,N,VIIRS,n,2,308.06,15.83,D,0
29.73263,69.96143,343.4,0.41,0.37,2025-11-25,838,N,VIIRS,n,2,300.7,5.92,D,0
29.73542,69.95607,343.03,0.41,0.37,2025-11-25,838,N,VIIRS,n,2,301.19,10.11,D,0
29.98658,74.15082,338.82,0.43,0.46,2025-11-25,838,N,VIIRS,n,2,299.46,3.35,D,0
30.06894,74.15787,341.19,0.43,0.46,2025-11-25,838,N,VIIRS,n,2,303.91,4.59,D,0
30.21019,72.7893,332.78,0.55,0.42,2025-11-25,838,N,VIIRS,n,2,298.29,3.83,D,0
30.26522,71.17775,331.54,0.46,0.39,2025-11-25,838,N,VIIRS,n,2,298.78,2.69,D,0
30.26583,71.18254,331.53,0.46,0.39,2025-11-25,838,N,VIIRS,n,2,298.3,2.69,D,0
30.47566,71.84964,330.35,0.49,0.41,2025-11-25,838,N,VIIRS,n,2,296.13,3.82,D,0
30.47573,71.85161,332.83,0.49,0.41,2025-11-25,838,N,VIIRS,n,2,297.53,3.44,D,0
30.50327,70.74353,334.88,0.44,0.39,2025-11-25,838,N,VIIRS,n,2,298.21,2.08,D,0
30.59749,72.71188,331.19,0.55,0.42,2025-11-25,838,N,VIIRS,n,2,297.96,2.11,D,0
30.79269,72.13387,332.65,0.51,0.41,2025-11-25,838,N,VIIRS,n,2,297.76,4.84,D,0
30.88096,75.24062,354.28,0.51,0.49,2025-11-25,838,N,VIIRS,n,2,302.05,12.36,D,0
30.94546,74.52043,333.87,0.46,0.47,2025-11-25,838,N,VIIRS,n,2,298.3,4.03,D,0
31.01378,73.60443,329.28,0.41,0.45,2025-11-25,838,N,VIIRS,n,2,297.8,1.47,D,0
31.01831,72.50609,331.18,0.54,0.42,2025-11-25,838,N,VIIRS,n,2,296.95,3.89,D,0
31.09155,72.83756,332.55,0.56,0.43,2025-11-25,838,N,VIIRS,n,2,296.37,4.28,D,0
31.10132,73.83396,343.86,0.42,0.45,2025-11-25,838,N,VIIRS,n,2,298.28,4.46,D,0
31.17319,73.01308,332.71,0.38,0.43,2025-11-25,838,N,VIIRS,n,2,296.56,4.08,D,0
31.19806,72.37727,339.63,0.53,0.42,2025-11-25,838,N,VIIRS,n,2,298.3,7.06,D,0
31.21852,73.32158,336.35,0.4,0.44,2025-11-25,838,N,VIIRS,n,2,297.74,2.81,D,0
31.24715,73.395,340.44,0.4,0.44,2025-11-25,838,N,VIIRS,n,2,296.83,4.71,D,0
31.24819,73.81261,335.74,0.42,0.45,2025-11-25,838,N,VIIRS,n,2,296.05,3.61,D,0
31.30834,73.36072,331.52,0.4,0.44,2025-11-25,838,N,VIIRS,n,2,296.38,2.95,D,0
31.32073,73.72989,347.65,0.42,0.45,2025-11-25,838,N,VIIRS,n,2,305.41,22.99,D,0
31.41529,73.44215,336.5,0.41,0.45,2025-11-25,838,N,VIIRS,n,2,297.54,3.35,D,0
31.44159,72.91547,332.43,0.57,0.43,2025-11-25,838,N,VIIRS,n,2,296.73,3.94,D,0
31.4456,72.91488,330.01,0.57,0.43,2025-11-25,838,N,VIIRS,n,2,296.28,3.94,D,0
31.46037,72.48963,335.87,0.54,0.42,2025-11-25,838,N,VIIRS,n,2,298.75,4.81,D,0
31.48652,73.4409,340.11,0.41,0.45,2025-11-25,838,N,VIIRS,n,2,297.75,4.61,D,0
31.52047,73.18981,336.36,0.4,0.44,2025-11-25,838,N,VIIRS,n,2,297.02,1.81,D,0
31.52157,73.44087,339.42,0.41,0.45,2025-11-25,838,N,VIIRS,n,2,297.51,3.37,D,0
31.5266,70.92297,331.04,0.46,0.39,2025-11-25,838,N,VIIRS,n,2,297.55,2.32,D,0
31.61256,70.69305,332.7,0.45,0.39,2025-11-25,838,N,VIIRS,n,2,297.49,3.02,D,0
31.97001,72.93681,339.58,0.39,0.44,2025-11-25,838,N,VIIRS,n,2,296.33,2.49,D,0
31.9811,70.88274,339.24,0.47,0.39,2025-11-25,838,N,VIIRS,n,2,300.52,5.59,D,0
32.00855,72.39197,333.28,0.55,0.42,2025-11-25,838,N,VIIRS,n,2,297.79,4.09,D,0
32.19675,74.7869,340.66,0.49,0.49,2025-11-25,838,N,VIIRS,n,2,298.79,2.99,D,0
32.23165,75.28796,332.88,0.53,0.5,2025-11-25,838,N,VIIRS,n,2,296.68,4.01,D,0
32.2338,75.28847,329.67,0.53,0.5,2025-11-25,838,N,VIIRS,n,2,295.98,2.63,D,0
32.30266,72.89494,334.44,0.39,0.44,2025-11-25,838,N,VIIRS,n,2,296.72,1.54,D,0
32.51451,73.3105,332.45,0.41,0.45,2025-11-25,838,N,VIIRS,n,2,296.99,2.85,D,0
32.52463,73.04827,329.93,0.4,0.44,2025-11-25,838,N,VIIRS,n,2,296.71,1.75,D,0
32.66867,70.90339,331.74,0.47,0.4,2025-11-25,838,N,VIIRS,n,2,298.06,8.8,D,0
32.68186,70.28999,330.65,0.45,0.39,2025-11-25,838,N,VIIRS,n,2,292.31,3.34,D,0
33.12352,69.97998,332.3,0.44,0.38,2025-11-25,838,N,VIIRS,l,2,302.36,4.6,D,0
33.1264,69.97427,340.73,0.44,0.38,2025-11-25,838,N,VIIRS,n,2,304.46,6.7,D,0
33.12702,69.97905,334.74,0.44,0.38,2025-11-25,838,N,VIIRS,n,2,304.56,6.7,D,0
33.12991,69.97344,346.56,0.44,0.38,2025-11-25,838,N,VIIRS,n,2,304.45,6.7,D,0
33.13053,69.97823,350.26,0.44,0.38,2025-11-25,838,N,VIIRS,n,2,298.66,6.7,D,0
33.17467,72.33805,337.54,0.56,0.43,2025-11-25,838,N,VIIRS,n,2,298.89,3.34,D,0
33.19677,73.35341,330.52,0.42,0.45,2025-11-25,838,N,VIIRS,n,2,295.62,3.77,D,0
33.27303,70.73029,346.9,0.47,0.4,2025-11-25,839,N,VIIRS,n,2,300.06,6.32,D,0
33.38197,70.62129,345.97,0.47,0.4,2025-11-25,839,N,VIIRS,n,2,299.76,9.65,D,0
33.65696,71.50208,328.09,0.52,0.41,2025-11-25,839,N,VIIRS,n,2,293.55,1.37,D,0
33.68289,70.62968,332.97,0.47,0.4,2025-11-25,839,N,VIIRS,n,2,301.89,3.31,D,0
33.84583,70.231,336.11,0.46,0.39,2025-11-25,839,N,VIIRS,n,2,299.83,3.14,D,0
33.94857,74.20296,337.52,0.48,0.48,2025-11-25,839,N,VIIRS,n,2,291.51,3.04,D,0
32.08707,74.16189,299.93,0.4,0.37,2025-11-25,2101,N,VIIRS,n,2,282.6,1.07,N,2
32.12993,74.17645,295.68,0.4,0.37,2025-11-25,2101,N,VIIRS,n,2,283.22,0.26,N,2
32.28909,70.73781,301.16,0.4,0.37,2025-11-25,2101,N,VIIRS,n,2,286.45,1.07,N,2
32.29367,70.72995,307.12,0.4,0.37,2025-11-25,2101,N,VIIRS,n,2,284.49,1.69,N,2
32.37378,69.59858,323.95,0.43,0.38,2025-11-25,2101,N,VIIRS,n,2,280.5,3.42,N,0
32.37726,69.59923,330.04,0.43,0.38,2025-11-25,2101,N,VIIRS,n,2,279.56,3.42,N,0
32.37904,72.1369,296.98,0.38,0.36,2025-11-25,2101,N,VIIRS,n,2,283.24,0.69,N,2
32.38075,69.59984,297.77,0.43,0.38,2025-11-25,2101,N,VIIRS,n,2,275.14,0.48,N,0
32.72232,72.92424,304.51,0.38,0.36,2025-11-25,2101,N,VIIRS,n,2,282.17,0.8,N,2
32.72549,72.81956,302.97,0.38,0.36,2025-11-25,2101,N,VIIRS,n,2,281.17,1.01,N,0
32.88851,71.61813,315.97,0.39,0.36,2025-11-25,2101,N,VIIRS,n,2,285.96,0.93,N,2
33.11889,69.98808,312.2,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,279.15,2.81,N,0
33.12011,69.97916,295.09,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,279.2,0.77,N,0
33.12172,69.99333,327.22,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,282.32,2.67,N,0
33.12193,69.9658,310.36,0.43,0.38,2025-11-25,2101,N,VIIRS,n,2,278.13,1.55,N,0
33.12233,69.98885,323.16,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,283.37,2.81,N,0
33.12315,69.95683,305.51,0.43,0.38,2025-11-25,2101,N,VIIRS,n,2,280.68,1.22,N,0
33.12376,69.95238,310.18,0.43,0.38,2025-11-25,2101,N,VIIRS,n,2,279.49,1.6,N,0
33.12536,69.96667,302.49,0.43,0.38,2025-11-25,2101,N,VIIRS,n,2,283.08,1.55,N,0
33.12577,69.98962,325.23,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,282.16,2.8,N,0
33.12597,69.96219,299.93,0.43,0.38,2025-11-25,2101,N,VIIRS,n,2,282.2,1.22,N,0
33.13388,69.98228,321.35,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,280.83,3.47,N,0
33.1345,69.9778,350.88,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,283.35,3.47,N,0
33.13735,69.98295,301.43,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,280.14,3.47,N,0
33.54533,71.5491,306.75,0.39,0.36,2025-11-25,2101,N,VIIRS,n,2,282.71,1.47,N,2
33.58657,70.80761,310.16,0.41,0.37,2025-11-25,2101,N,VIIRS,n,2,282.36,0.88,N,0
33.65508,71.51456,309.91,0.39,0.36,2025-11-25,2101,N,VIIRS,n,2,281.44,1.49,N,0
33.75159,71.14517,301.01,0.4,0.37,2025-11-25,2101,N,VIIRS,n,2,275.07,0.54,N,0
33.75436,71.14989,298.66,0.4,0.37,2025-11-25,2101,N,VIIRS,n,2,279.17,0.54,N,0
33.76197,71.21749,301.22,0.4,0.37,2025-11-25,2101,N,VIIRS,n,2,279.16,0.6,N,0
33.83684,72.9846,300.77,0.38,0.36,2025-11-25,2101,N,VIIRS,n,2,281.35,0.89,N,0
33.84878,70.25085,299.95,0.42,0.38,2025-11-25,2101,N,VIIRS,n,2,275.8,0.44,N,0
