latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
23.639,76.31229,332.57,0.5,0.41,2023-11-01,748,N,VIIRS,n,2,307.37,3.07,D,0
24.12559,74.02061,336.42,0.44,0.46,2023-11-01,748,N,VIIRS,n,2,305.21,2.33,D,0
24.21478,77.54586,337.77,0.44,0.38,2023-11-01,748,N,VIIRS,n,2,309.04,3.32,D,0
24.26891,77.45957,335.4,0.44,0.38,2023-11-01,748,N,VIIRS,l,2,308.84,4.64,D,0
24.28149,77.42693,336.97,0.44,0.38,2023-11-01,748,N,VIIRS,n,2,309.29,1.49,D,0
24.28319,77.45766,342.22,0.44,0.38,2023-11-01,748,N,VIIRS,n,2,309.8,5.04,D,0
24.28575,77.43051,340.51,0.44,0.38,2023-11-01,748,N,VIIRS,n,2,310.33,3.59,D,0
24.42199,77.35967,335,0.44,0.38,2023-11-01,748,N,VIIRS,l,2,307.06,2.07,D,0
24.43863,77.41424,335.14,0.44,0.38,2023-11-01,748,N,VIIRS,n,2,308.93,1.8,D,0
24.49302,77.35062,336.83,0.44,0.38,2023-11-01,748,N,VIIRS,n,2,310.09,2.95,D,0
24.49653,77.34991,336.73,0.44,0.38,2023-11-01,748,N,VIIRS,n,2,309,2.34,D,0
24.50693,77.62498,342.86,0.43,0.38,2023-11-01,748,N,VIIRS,n,2,305.82,6.82,D,0
24.50764,77.62918,352.86,0.43,0.38,2023-11-01,748,N,VIIRS,n,2,306.92,6.82,D,0
24.50835,77.6334,348.9,0.43,0.38,2023-11-01,748,N,VIIRS,n,2,305.82,5.01,D,0
24.51182,77.63268,346.51,0.43,0.38,2023-11-01,748,N,VIIRS,n,2,305.33,5.01,D,0
24.51253,77.63689,340.8,0.43,0.38,2023-11-01,748,N,VIIRS,n,2,307.9,5.01,D,0
24.51388,77.62354,338.05,0.43,0.38,2023-11-01,748,N,VIIRS,l,2,308.48,34.46,D,0
