latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
29.48021,74.09972,331.97,0.5,0.65,2024-11-10,717,N,VIIRS,n,2,298.51,3.95,D,0
29.96151,75.46105,342.28,0.4,0.6,2024-11-10,717,N,VIIRS,n,2,299.38,4.48,D,0
30.04949,74.73833,338.61,0.44,0.63,2024-11-10,717,N,VIIRS,n,2,298.03,3.52,D,0
30.27466,74.70979,343.39,0.44,0.62,2024-11-10,717,N,VIIRS,n,2,297.25,3.81,D,0
30.27526,74.71023,343.94,0.44,0.62,2024-11-10,717,N,VIIRS,n,2,297.25,4.62,D,0
30.36955,74.77117,336.54,0.43,0.62,2024-11-10,717,N,VIIRS,n,2,296.73,3.44,D,0
30.3638,74.45657,337.36,0.45,0.63,2024-11-10,718,N,VIIRS,n,2,296.77,3.15,D,0
30.62249,74.65305,334.53,0.43,0.62,2024-11-10,718,N,VIIRS,n,2,296.07,3.68,D,0
30.62363,74.65751,331.91,0.43,0.62,2024-11-10,718,N,VIIRS,n,2,296.37,3.68,D,0
30.69923,75.28007,328.03,0.4,0.6,2024-11-10,718,N,VIIRS,n,2,296.32,1.69,D,0
30.72577,75.36388,329.55,0.39,0.6,2024-11-10,718,N,VIIRS,n,2,296.1,3.16,D,0
30.7652,75.24097,328.87,0.4,0.6,2024-11-10,718,N,VIIRS,n,2,296.25,1.51,D,0
31.00833,75.12082,338.92,0.4,0.6,2024-11-10,718,N,VIIRS,n,2,296.14,3.63,D,0
31.41914,75.23685,330.49,0.39,0.59,2024-11-10,718,N,VIIRS,n,2,295.15,1.73,D,0
31.42061,75.23651,330.52,0.38,0.59,2024-11-10,718,N,VIIRS,n,2,294.89,1.81,D,0
31.91561,75.42742,327.05,0.37,0.58,2024-11-10,718,N,VIIRS,n,2,294.22,1.56,D,0
32.0079,75.24172,333.2,0.37,0.58,2024-11-10,718,N,VIIRS,n,2,294.57,2.36,D,0
32.33998,74.75508,338.05,0.39,0.59,2024-11-10,718,N,VIIRS,n,2,294.32,3.45,D,0
34.02762,74.19838,331.69,0.38,0.59,2024-11-10,718,N,VIIRS,n,2,289.67,8.72,D,0
34.02834,74.20119,355.78,0.38,0.59,2024-11-10,718,N,VIIRS,n,2,292.33,12.76,D,0
34.02955,74.19772,344.3,0.38,0.59,2024-11-10,719,N,VIIRS,n,2,293.64,8.66,D,0
34.03028,74.20057,352.14,0.38,0.59,2024-11-10,719,N,VIIRS,n,2,291.27,9.91,D,0
29.21503,73.52008,350.92,0.45,0.63,2024-11-10,858,N,VIIRS,n,2,301.47,6.58,D,0
29.29077,74.15009,367,0.49,0.65,2024-11-10,858,N,VIIRS,h,2,299.2,17.8,D,0
29.31786,73.77226,339.55,0.47,0.64,2024-11-10,858,N,VIIRS,n,2,298.53,3.44,D,0
29.3544,73.68536,343.69,0.46,0.64,2024-11-10,858,N,VIIRS,n,2,298.92,8.8,D,0
