latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
23.64025,77.77472,334.66,0.39,0.36,2023-11-11,801,N,VIIRS,n,2,304.48,3.71,D,0
23.67562,77.67253,334.35,0.38,0.36,2023-11-11,801,N,VIIRS,n,2,303.46,1.74,D,0
23.69549,75.52809,338.56,0.4,0.37,2023-11-11,801,N,VIIRS,l,2,309.43,4.22,D,0
23.71916,77.46425,333.37,0.38,0.36,2023-11-11,801,N,VIIRS,n,2,305.68,2.04,D,0
23.74342,77.62583,331.44,0.38,0.36,2023-11-11,801,N,VIIRS,n,2,302.57,1.67,D,0
24.05767,75.34496,348.12,0.41,0.37,2023-11-11,801,N,VIIRS,n,2,309.24,4.11,D,0
24.06164,75.34852,349.11,0.41,0.37,2023-11-11,801,N,VIIRS,n,2,309.52,2.16,D,0
24.06171,75.34827,355.82,0.41,0.37,2023-11-11,801,N,VIIRS,n,2,309.27,4.11,D,0
24.06437,75.34389,335.47,0.41,0.37,2023-11-11,801,N,VIIRS,l,2,310.07,2.16,D,0
24.06503,75.34786,336.49,0.41,0.37,2023-11-11,801,N,VIIRS,l,2,309.35,2.16,D,0
24.19466,74.36001,332.08,0.44,0.38,2023-11-11,801,N,VIIRS,n,2,305.5,1.09,D,0
24.22086,77.49856,336.54,0.38,0.36,2023-11-11,801,N,VIIRS,n,2,310.86,4.13,D,0
24.22417,77.49797,335.45,0.38,0.36,2023-11-11,801,N,VIIRS,n,2,308.22,1.48,D,0
24.31433,77.48965,336.68,0.38,0.36,2023-11-11,801,N,VIIRS,l,2,308.73,2.25,D,0
24.42078,72.8501,335.23,0.5,0.41,2023-11-11,801,N,VIIRS,n,2,303.2,3.75,D,0
24.46098,77.49832,332.92,0.39,0.36,2023-11-11,801,N,VIIRS,n,2,305.91,1.86,D,0
24.50128,77.06811,348.78,0.38,0.36,2023-11-11,801,N,VIIRS,n,2,308.84,10.74,D,0
24.50471,77.47494,347.35,0.38,0.36,2023-11-11,801,N,VIIRS,n,2,308.27,6,D,0
24.5732,77.4783,339.45,0.39,0.36,2023-11-11,801,N,VIIRS,n,2,307.62,4.43,D,0
24.71787,75.03703,336.2,0.41,0.37,2023-11-11,801,N,VIIRS,l,2,310.41,3.01,D,0
24.72127,75.03635,353.46,0.41,0.37,2023-11-11,801,N,VIIRS,n,2,309.48,3.01,D,0
