latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
27.87103,69.61239,331.42,0.39,0.36,2024-10-21,832,N,VIIRS,l,2,306.31,1.75,D,0
29.1324,70.57835,334.85,0.42,0.38,2024-10-21,832,N,VIIRS,l,2,306.27,3.93,D,0
29.19653,70.52731,343.48,0.42,0.38,2024-10-21,832,N,VIIRS,n,2,306.04,5.09,D,0
29.19999,70.52671,347.88,0.42,0.38,2024-10-21,832,N,VIIRS,n,2,305.63,5.09,D,0
29.36051,70.32827,339.12,0.42,0.37,2024-10-21,832,N,VIIRS,n,2,306.17,3.49,D,0
29.41153,74.49253,341.13,0.43,0.46,2024-10-21,832,N,VIIRS,n,2,301.29,4.78,D,0
29.47512,72.01706,330.02,0.48,0.4,2024-10-21,832,N,VIIRS,l,2,301.99,5.17,D,0
29.47574,72.02207,335.02,0.48,0.4,2024-10-21,832,N,VIIRS,n,2,306.34,5.17,D,0
29.48485,71.65154,334.9,0.47,0.39,2024-10-21,832,N,VIIRS,n,2,302.52,3.8,D,0
29.52252,74.09213,341.27,0.41,0.45,2024-10-21,832,N,VIIRS,n,2,301.11,5.67,D,0
29.52322,74.08804,331.86,0.41,0.45,2024-10-21,832,N,VIIRS,n,2,302.07,3.04,D,0
29.52366,74.09232,338.64,0.41,0.45,2024-10-21,832,N,VIIRS,n,2,301.67,3.04,D,0
29.5271,74.53455,331.93,0.44,0.46,2024-10-21,832,N,VIIRS,l,2,302.92,2.66,D,0
29.55116,74.4352,345.54,0.43,0.46,2024-10-21,832,N,VIIRS,n,2,304.66,5.05,D,0
29.55829,74.46159,333.56,0.43,0.46,2024-10-21,832,N,VIIRS,n,2,301.19,3.38,D,0
29.63832,74.41515,333.09,0.43,0.46,2024-10-21,832,N,VIIRS,n,2,300.95,2.17,D,0
29.67567,74.44215,341.93,0.43,0.46,2024-10-21,832,N,VIIRS,n,2,302.65,7.21,D,0
29.67914,74.443,347.74,0.43,0.46,2024-10-21,832,N,VIIRS,n,2,302.12,11.01,D,0
29.46921,70.73502,336.95,0.43,0.38,2024-10-21,833,N,VIIRS,n,2,306.14,2.58,D,0
29.51173,70.3483,335.53,0.42,0.38,2024-10-21,833,N,VIIRS,l,2,308.01,2.11,D,0
29.59946,70.44856,337.17,0.42,0.38,2024-10-21,833,N,VIIRS,n,2,306.37,1.71,D,0
29.6815,70.6834,331.99,0.43,0.38,2024-10-21,833,N,VIIRS,l,2,305.79,1.81,D,0
29.86757,71.62589,336.24,0.47,0.4,2024-10-21,833,N,VIIRS,n,2,305.2,4.83,D,0
29.86818,71.63076,338.53,0.47,0.4,2024-10-21,833,N,VIIRS,l,2,308.84,11.28,D,0
29.87183,71.63017,338.33,0.47,0.4,2024-10-21,833,N,VIIRS,n,2,307.09,5.24,D,0
29.88957,71.68221,335.92,0.47,0.4,2024-10-21,833,N,VIIRS,n,2,304.35,3.48,D,0
29.9842,71.49191,332.43,0.46,0.39,2024-10-21,833,N,VIIRS,n,2,303.88,2.86,D,0
29.98479,72.58605,337.62,0.52,0.42,2024-10-21,833,N,VIIRS,n,2,302.02,4.92,D,0
29.98895,73.10365,335.08,0.55,0.43,2024-10-21,833,N,VIIRS,n,2,301.9,4.21,D,0
29.99117,71.33903,330.04,0.46,0.39,2024-10-21,833,N,VIIRS,n,2,302.93,1.62,D,0
29.9929,73.10308,334.31,0.55,0.43,2024-10-21,833,N,VIIRS,n,2,300.52,4.51,D,0
30.02446,73.16925,330.98,0.56,0.43,2024-10-21,833,N,VIIRS,n,2,298.3,2.04,D,0
30.13997,72.75361,330.06,0.53,0.42,2024-10-21,833,N,VIIRS,n,2,301.29,2.78,D,0
30.17119,73.34386,344.06,0.57,0.43,2024-10-21,833,N,VIIRS,n,2,307.24,33.15,D,0
30.17343,72.83978,333.05,0.54,0.42,2024-10-21,833,N,VIIRS,n,2,299.74,2.92,D,0
30.17906,73.23392,336.64,0.57,0.43,2024-10-21,833,N,VIIRS,n,2,301.42,4.3,D,0
30.1794,73.52835,341.42,0.39,0.44,2024-10-21,833,N,VIIRS,n,2,302.64,8,D,0
30.19102,73.23219,338.16,0.57,0.43,2024-10-21,833,N,VIIRS,n,2,301.44,9,D,0
30.19266,73.23008,340.49,0.57,0.43,2024-10-21,833,N,VIIRS,n,2,301.93,11.58,D,0
30.25558,73.99702,337.65,0.42,0.45,2024-10-21,833,N,VIIRS,n,2,300.53,3.33,D,0
30.27365,70.62955,349.09,0.43,0.38,2024-10-21,833,N,VIIRS,n,2,305.54,4.34,D,0
