latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
28.05102,69.36749,336.05,0.43,0.62,2023-10-11,743,N,VIIRS,n,2,301.56,3.55,D,2
29.06852,74.52471,367,0.41,0.45,2023-10-11,743,N,VIIRS,h,2,318.56,13.95,D,0
29.63468,75.47532,335.78,0.54,0.42,2023-10-11,743,N,VIIRS,n,2,303.17,2.55,D,0
29.64882,74.47467,338.31,0.41,0.45,2023-10-11,743,N,VIIRS,n,2,304.97,2.79,D,0
29.66988,75.19881,331.86,0.56,0.43,2023-10-11,743,N,VIIRS,n,2,303.55,3.99,D,0
29.80655,75.27507,343.5,0.55,0.43,2023-10-11,743,N,VIIRS,n,2,304.97,7.5,D,0
29.82544,75.24657,338.29,0.55,0.43,2023-10-11,743,N,VIIRS,n,2,302.29,4.49,D,0
29.93012,72.6211,342.4,0.51,0.49,2023-10-11,743,N,VIIRS,n,2,304.47,7,D,0
29.96157,73.11234,331.68,0.48,0.48,2023-10-11,743,N,VIIRS,n,2,303.32,3.9,D,0
29.97262,73.71743,331.7,0.44,0.46,2023-10-11,743,N,VIIRS,n,2,305.91,2.19,D,0
29.98101,72.35059,331.33,0.53,0.5,2023-10-11,743,N,VIIRS,n,2,302.11,3.93,D,0
30.04157,73.21026,331.18,0.47,0.48,2023-10-11,743,N,VIIRS,l,2,305.36,2.99,D,0
29.92004,70.79424,334.26,0.32,0.55,2023-10-11,744,N,VIIRS,n,2,304.78,1.74,D,0
29.92479,71.44883,341.32,0.59,0.53,2023-10-11,744,N,VIIRS,n,2,302.28,6.97,D,0
29.92774,71.45012,338.67,0.59,0.53,2023-10-11,744,N,VIIRS,n,2,300.73,5.34,D,0
30.31647,72.8913,341.49,0.48,0.48,2023-10-11,744,N,VIIRS,n,2,303.04,6.64,D,0
30.33392,73.49554,343.96,0.45,0.47,2023-10-11,744,N,VIIRS,n,2,307.47,14.15,D,0
30.33443,73.36819,335.45,0.45,0.47,2023-10-11,744,N,VIIRS,n,2,303.41,2.85,D,0
