latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
29.23503,71.43465,327.74,0.54,0.42,2023-11-25,840,N,VIIRS,n,2,296.56,2.42,D,0
29.33455,73.83407,335.05,0.5,0.49,2023-11-25,840,N,VIIRS,n,2,295.69,4.43,D,0
29.3369,73.90744,343.96,0.5,0.49,2023-11-25,840,N,VIIRS,n,2,292.48,5.44,D,0
29.43797,74.0448,332.87,0.51,0.49,2023-11-25,840,N,VIIRS,n,2,294.17,3.71,D,0
29.58208,74.43787,340.19,0.54,0.51,2023-11-25,840,N,VIIRS,n,2,293.88,12.88,D,0
29.58389,74.44118,339.43,0.54,0.51,2023-11-25,840,N,VIIRS,n,2,293.52,6.34,D,0
29.60032,74.35933,339.56,0.54,0.51,2023-11-25,840,N,VIIRS,n,2,288.22,9.86,D,0
29.60083,74.36495,340.87,0.54,0.51,2023-11-25,840,N,VIIRS,n,2,289.54,9.86,D,0
29.98026,74.84215,326.06,0.58,0.52,2023-11-25,840,N,VIIRS,n,2,294.43,3.97,D,0
30.05018,73.44306,336.68,0.48,0.48,2023-11-25,840,N,VIIRS,n,2,296.26,2.95,D,0
30.12579,74.7543,327.02,0.57,0.52,2023-11-25,840,N,VIIRS,l,2,297.78,3.62,D,0
30.21479,73.48122,337.88,0.48,0.48,2023-11-25,840,N,VIIRS,n,2,300.57,4.41,D,0
30.22169,74.03629,344.13,0.52,0.5,2023-11-25,840,N,VIIRS,n,2,295.51,16.71,D,0
30.22581,74.03027,335.45,0.52,0.5,2023-11-25,840,N,VIIRS,n,2,294.01,4.02,D,0
30.24169,70.84524,333.44,0.52,0.42,2023-11-25,840,N,VIIRS,n,2,297.58,4.45,D,0
30.25273,75.26063,339.1,0.62,0.54,2023-11-25,840,N,VIIRS,n,2,276.31,8.56,D,0
30.36953,74.55904,329.02,0.56,0.52,2023-11-25,840,N,VIIRS,n,2,288.8,3.54,D,0
30.39548,71.64744,350.01,0.38,0.44,2023-11-25,840,N,VIIRS,n,2,297.41,6.27,D,0
30.39935,74.56767,344.9,0.56,0.52,2023-11-25,840,N,VIIRS,n,2,285.17,7.59,D,0
30.50655,74.31234,342.74,0.55,0.51,2023-11-25,840,N,VIIRS,n,2,297.43,6.83,D,0
30.50684,72.0049,329.97,0.4,0.44,2023-11-25,840,N,VIIRS,n,2,298.3,2.45,D,0
30.50746,74.31541,341.05,0.55,0.51,2023-11-25,840,N,VIIRS,n,2,296.13,10.18,D,0
